symbol,qty,abs_qty
A030000,-6891.569555918673,6891.569555918673
A004000,6231.071800096095,6231.071800096095
A000210,5504.761567917643,5504.761567917643
A008770,-3750.5888258936743,3750.5888258936743
A015760,-2278.3703790841064,2278.3703790841064
A105560,-1943.0591648533377,1943.0591648533377
A066970,1420.9647779841282,1420.9647779841282
A047050,1318.3688251468143,1318.3688251468143
A000880,1078.4780478426644,1078.4780478426644
A001440,1031.5043247890062,1031.5043247890062
A036570,837.2498123334963,837.2498123334963
A006400,358.36035318135634,358.36035318135634
A018260,291.2633755745876,291.2633755745876
A011070,272.4716686607155,272.4716686607155
A005380,-215.53383786135646,215.53383786135646
A007660,126.23009780247341,126.23009780247341
A298040,23.299628995092302,23.299628995092302
A051600,-12.77196161978236,12.77196161978236
A307950,-1.50776753505761,1.50776753505761
A114090,-0.00020479528739003605,0.00020479528739003605
A302440,-0.00011079019301142579,0.00011079019301142579
A071320,-5.4252346353120956e-05,5.4252346353120956e-05
A272210,-3.5811564218302464e-05,3.5811564218302464e-05
A259960,-1.0797540152231427e-05,1.0797540152231427e-05
A329180,-2.725979964541018e-06,2.725979964541018e-06
A377300,-4.077401231697398e-07,4.077401231697398e-07
A042660,-1.2488720524705444e-07,1.2488720524705444e-07
A326030,-3.5865546310001465e-08,3.5865546310001465e-08
A064350,-1.4601359772509895e-10,1.4601359772509895e-10
A009540,-4.4472120034697524e-13,4.4472120034697524e-13
