symbol,qty,abs_qty
A004000,6773.492271441883,6773.492271441883
A030000,-6287.560416110033,6287.560416110033
A000210,6150.1241446431795,6150.1241446431795
A011200,5347.799307082268,5347.799307082268
A008770,-4977.265184910558,4977.265184910558
A051600,-3914.013897512651,3914.013897512651
A034230,2578.5784001244297,2578.5784001244297
A272210,2265.0878432758936,2265.0878432758936
A251270,1989.6973628759733,1989.6973628759733
A066970,1688.5182338082368,1688.5182338082368
A185750,-1647.6200420095624,1647.6200420095624
A105560,-1611.600401695177,1611.600401695177
A036570,1001.330271332204,1001.330271332204
A241560,939.1101234165387,939.1101234165387
A402340,523.0702071895089,523.0702071895089
A006400,453.3916271007455,453.3916271007455
A005380,-381.36911905714675,381.36911905714675
A011070,277.09013910917224,277.09013910917224
A009150,165.84722444145746,165.84722444145746
A002380,67.77203700295568,67.77203700295568
A010130,-46.1036169072953,46.1036169072953
A298040,28.046906538067695,28.046906538067695
A377300,-19.003181979882356,19.003181979882356
A114090,-0.00015625036451870356,0.00015625036451870356
A000880,-5.6958942310326305e-05,5.6958942310326305e-05
A071320,-5.074551376146874e-05,5.074551376146874e-05
A042660,-2.70018926984035e-05,2.70018926984035e-05
