symbol,qty,abs_qty
A011170,8731.369577255928,8731.369577255928
A009830,5462.530345160484,5462.530345160484
A003490,5126.689036049847,5126.689036049847
A006800,3942.1874972841943,3942.1874972841943
A034230,2653.53745245469,2653.53745245469
A034220,1414.4348886192593,1414.4348886192593
A267250,1350.4487675923103,1350.4487675923103
A036570,1306.6540659574919,1306.6540659574919
A000720,1140.4369570572005,1140.4369570572005
A402340,1129.6102741741872,1129.6102741741872
A006400,1084.2858401614874,1084.2858401614874
A278470,956.6527889501181,956.6527889501181
A009150,473.49060385778967,473.49060385778967
A298040,113.07826984698686,113.07826984698686
A015760,-0.16804526796168773,0.16804526796168773
A042660,-0.00016024322268665125,0.00016024322268665125
