code,name,index_name,methodology_status,methodology_file,source_url,family,rebalance_frequency,rebalance_months,weighting_scheme,weight_cap,required_data,available_data,missing_data
0105D0,SOL 한국AI소프트웨어,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\0105D0_bf7dfdb2d9c3.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
0008T0,SOL 화장품TOP3플러스,FnGuide Cosmetics TOP3 Plus Index,available,etfs\raw\methodologies\0008T0_75f028f551de.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Cosmetics_TOP3_Plus_Index_Methodology_Book_(20250903)_v1.3.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,20%,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
315270,TIGER 200커뮤니케이션서비스,FnGuide-RAFI Korea Index Series,available,etfs\raw\methodologies\315270_71da2faa0706.pdf,https://file.fnguide.com/fnindex/files/FnGuide-RAFI_Korea_Index_Series_Methodology_Book_한투_(20190701)_v2.4.pdf,dividend,annual,6,fundamental_float_adjusted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
364980,TIGER 2차전지TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364980_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
462010,TIGER 2차전지소재Fn,FnGuide Secondary Battery Material Index,available,etfs\raw\methodologies\462010_7213faeec355.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Material_Index_Methodology_Book_미래_v1.3.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
305540,TIGER 2차전지테마,FnGuide Secondary Battery Industry Index,available,etfs\raw\methodologies\305540_8ae0b61a17ae.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Industry_Index_Methodology_Book_삼성_(20230425)_v2.1.pdf,keyword_theme,quarterly,"3,6,9,12",score_weighted,20%,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|score_inputs|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
471760,TIGER AI반도체핵심공정,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\471760_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
365040,TIGER AI코리아그로스액티브,FnGuide Korea AI Tech Core Industry Index,available,etfs\raw\methodologies\365040_a0fd547b69bf.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Korea AI Tech Core Industry_Index_Methodology_Book_(20251201)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
377990,TIGER Fn신재생에너지,FnGuide K-Renewable Energy Plus Index,available,etfs\raw\methodologies\377990_d8afbf8c3e96.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Renewable Energy Plus_Index_Methodology_Book_삼성자산운용_(20210122)_v1.0.pdf,keyword_theme,semiannual,"6,12",custom_weighted,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
300610,TIGER K게임,FnGuide K-Game Index,available,etfs\raw\methodologies\300610_61f80a798567.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Game_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
463250,TIGER K방산&우주,FnGuide Defense TOP5 Index TR,available,etfs\raw\methodologies\463250_51590a18eb33.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Defense_TOP5_Index_TR_Methodology_Book_(20250730)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,23%,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
364990,TIGER 게임TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364990_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0168K0,TIGER 기술이전바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\0168K0_e6ad30e3a9d6.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
228810,TIGER 미디어컨텐츠,FnGuide K-POP & Media Index,available,etfs\raw\methodologies\228810_48ffa5d26b80.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-POP_&_Media_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
364970,TIGER 바이오TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364970_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
091230,TIGER 반도체,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\091230_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
396500,TIGER 반도체TOP10,FnGuide AI Semiconductor TOP10 Index,available,etfs\raw\methodologies\396500_582f7c84fdd3.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP10_Index_Methodology_Book_(20250602)_v1.0.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,15%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0177R0,TIGER 반도체TOP10커버드콜액티브,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\0177R0_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
157490,TIGER 소프트웨어,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\157490_bf7dfdb2d9c3.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
091220,TIGER 은행,FnGuide Bank High Dividend Plus TOP 10 Index,available,etfs\raw\methodologies\091220_8e6e80515440.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Bank_High_Dividend_Plus_TOP_10_Index_Methodology_Book_(20230825)_v1.2.pdf,dividend,semiannual,"6,12",custom_weighted,,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
466940,TIGER 은행고배당플러스TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\466940_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
307510,TIGER 의료기기,FnGuide Healthcare Equipment Index,available,etfs\raw\methodologies\307510_bc4f965abc8e.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Healthcare_Equipment_Index_Methodology_Book_미래_(20190701)_v2.6.pdf,sector_theme,quarterly,"5,6,11,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|month_end_business_day_calendar|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|stock_prices|trading_value_liquidity
365000,TIGER 인터넷TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\365000_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
494670,TIGER 조선TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\494670_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
157500,TIGER 증권,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\157500_bf7dfdb2d9c3.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Sector_Coverage_Index_Series_Methology_Book_미래_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
307520,TIGER 지주회사,FnGuide Holdings Company Index,available,etfs\raw\methodologies\307520_f37b076120b1.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Holdings_Company_Methodology_Book_미래_(20250701)_v2.1.pdf,top_n_theme,quarterly,"1,2,7,8",float_market_cap_weighted,,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0117V0,TIGER 코리아AI전력기기TOP3플러스,FnGuide Automobile TOP3 Plus Index,available,etfs\raw\methodologies\0117V0_9094f311de0c.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_TOP3_Plus_Index_Methodology_Book_(20230817)_v2.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0148J0,TIGER 코리아휴머노이드로봇산업,FnGuide Korea AI Tech Core Industry Index,available,etfs\raw\methodologies\0148J0_a0fd547b69bf.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Korea AI Tech Core Industry_Index_Methodology_Book_(20251201)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
387280,TIGER 퓨처모빌리티액티브,FnGuide Fuel Cell Electric Future Mobility Index,available,etfs\raw\methodologies\387280_03472677893e.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Fuel Cell Electric Future Mobility_Index_Methodology_Book_MR_(20210224)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
449690,TIGER 한중반도체(합성),FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\449690_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
143860,TIGER 헬스케어,FnGuide Healthcare Index,available,etfs\raw\methodologies\143860_9855e57bcb28.pdf,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
228790,TIGER 화장품,FnGuide Cosmetics TOP3 Plus Index,available,etfs\raw\methodologies\228790_75f028f551de.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Cosmetics_TOP3_Plus_Index_Methodology_Book_(20250903)_v1.3.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,20%,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
463050,TIME K바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\463050_e6ad30e3a9d6.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
404120,TIME K신재생에너지액티브,FnGuide K-Renewable Energy Plus Index,available,etfs\raw\methodologies\404120_d8afbf8c3e96.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Renewable Energy Plus_Index_Methodology_Book_삼성자산운용_(20210122)_v1.0.pdf,keyword_theme,semiannual,"6,12",custom_weighted,,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
0184V0,UNICORN K바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\0184V0_e6ad30e3a9d6.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
470310,UNICORN 생성형AI강소기업액티브,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\470310_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
422260,VITA MZ소비액티브,FnGuide MZ Consumption Index,available,etfs\raw\methodologies\422260_c15b6897fbaf.pdf,https://file.fnguide.com/fnindex/files/FnGuide_MZ_Consumption_Index_Methodology_Book_한투밸류_(20210914)_v1.1.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|methodology_pdf|ranking_inputs|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|ranking_inputs|stock_prices
413930,WON AI ESG액티브,FnGuide ESGM ESG 지수,available,etfs\raw\methodologies\413930_c2380f5c88ae.pdf,https://file.fnguide.com/fnindex/files/FnGuide_ESGM_ESG_Indices_Methodology_Book(20231004)_v1.0.pdf,dividend,annual,5,market_cap_weighted,10%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|month_end_business_day_calendar|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|ranking_inputs|stock_prices|trading_value_liquidity
