code,name,index_name,methodology_status,methodology_file,source_url,family,rebalance_frequency,rebalance_months,weighting_scheme,weight_cap,required_data,available_data,missing_data
0115E0,KODEX 코리아소버린AI,FnGuide Korea AI Tech Core Industry Index,available,etfs\raw\methodologies\0115E0_a0fd547b69bf.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Korea AI Tech Core Industry_Index_Methodology_Book_(20251201)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
266410,KODEX 필수소비재,Maekyung FnGuide Index Series,available,etfs\raw\methodologies\266410_165a330f5577.pdf,https://file.fnguide.com/fnindex/files/Maekyung_FnGuide_Index_Series_(20210729)_v2.9.2.pdf,dividend,annual,6,equal_weighted,,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
298770,KODEX 한국대만IT프리미어,FnGuide IT PLUS Index,available,etfs\raw\methodologies\298770_bea5dc8cb6b5.pdf,https://file.fnguide.com/fnindex/files/FnGuide_IT PLUS_Index_Methodology_Book_KB_(20190701)_v1.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
450190,KODEX 한중반도체(합성),FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\450190_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
266420,KODEX 헬스케어,FnGuide Healthcare Index,available,etfs\raw\methodologies\266420_9855e57bcb28.pdf,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
487130,KoAct AI인프라액티브,FnGuide AI Semiconductor & Infrastructure Index,available,etfs\raw\methodologies\487130_374de20750a1.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor & Infrastructure_Index_Methodology_Book_(20240418)_v2.0.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
462900,KoAct 바이오헬스케어액티브,FnGuide Healthcare Index,available,etfs\raw\methodologies\462900_9855e57bcb28.pdf,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
482030,KoAct 반도체&2차전지핵심소재액티브,FnGuide Secondary Battery Core Materials 10 Index,available,etfs\raw\methodologies\482030_f13d50e5b8d0.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Core_Materials_10_Index_Methodology_Book_삼성_(20230518)_v1.5.pdf,keyword_theme,quarterly,"1,4,7,10",score_weighted,20%,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|score_inputs|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
284980,RISE 200금융,FnGuide-RAFI Korea Index Series,available,etfs\raw\methodologies\284980_71da2faa0706.pdf,https://file.fnguide.com/fnindex/files/FnGuide-RAFI_Korea_Index_Series_Methodology_Book_한투_(20190701)_v2.4.pdf,dividend,annual,6,fundamental_float_adjusted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
465330,RISE 2차전지TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\465330_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
422420,RISE 2차전지액티브,FnGuide Secondary Battery Industry Index,available,etfs\raw\methodologies\422420_8ae0b61a17ae.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Industry_Index_Methodology_Book_삼성_(20230425)_v2.1.pdf,keyword_theme,quarterly,"3,6,9,12",score_weighted,20%,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|score_inputs|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
469070,RISE AI&로봇,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\469070_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0093A0,RISE AI반도체TOP10,FnGuide AI Semiconductor TOP10 Index,available,etfs\raw\methodologies\0093A0_582f7c84fdd3.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP10_Index_Methodology_Book_(20250602)_v1.0.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,15%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0101N0,RISE AI전력인프라,FnGuide AI Semiconductor & Infrastructure Index,available,etfs\raw\methodologies\0101N0_374de20750a1.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor & Infrastructure_Index_Methodology_Book_(20240418)_v2.0.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
427120,RISE AI플랫폼,FnGuide AI Platform Index,available,etfs\raw\methodologies\427120_880faa2f3829.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Platform_Index_Methodology_Book_KB_(20251106)_v1.1.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,8%,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
326240,RISE IT플러스,FnGuide IT PLUS Index,available,etfs\raw\methodologies\326240_bea5dc8cb6b5.pdf,https://file.fnguide.com/fnindex/files/FnGuide_IT PLUS_Index_Methodology_Book_KB_(20190701)_v1.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
388280,RISE K엔터&여행레저,FnGuide K-Entertainment & Travel Leisure Index,available,etfs\raw\methodologies\388280_8bf34ee452fc.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Entertainment & Travel Leisure_Index_Methodology_Book_KB자산운용_(20251106)_v1.1.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
300640,RISE 게임테마,FnGuide K-Game Index,available,etfs\raw\methodologies\300640_61f80a798567.pdf,https://file.fnguide.com/fnindex/files/FnGuide_K-Game_Index_Methodology_Book_NHA_(20210225)_v1.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0000Z0,RISE 바이오TOP10액티브,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\0000Z0_60b5df44287f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_SizeStyle_Index_Series_Methodology_Book_미래_(20260203)_v2.0.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,25%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
446700,RISE 배터리 리사이클링,FnGuide All-Solid-State Battery & Silicon Anode Index,available,etfs\raw\methodologies\446700_bf91416fcf36.pdf,https://file.fnguide.com/fnindex/files/FnGuide_All-Soild-State_Battery_&_Silicon_Anode_Index_Methodology_Book_(20241028)_v1.1.pdf,keyword_theme,quarterly,"3,6,9,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
388420,RISE 비메모리반도체액티브,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\388420_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
498860,RISE 코리아금융고배당,FnGuide KOREA High Dividend,available,etfs\raw\methodologies\498860_e6f5d77736ff.pdf,https://file.fnguide.com/fnindex/files/FnGuide_KOREA_High_Dividend_Methodology_Book_(20251201)_v1.3.pdf,dividend,semiannual,"5,11",float_market_cap_weighted,5%,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
253280,RISE 헬스케어,FnGuide Healthcare Index,available,etfs\raw\methodologies\253280_9855e57bcb28.pdf,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
0190C0,RISE 현대차고정피지컬AI,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\0190C0_466c302826ee.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
455860,SOL 2차전지소부장Fn,FnGuide Secondary Battery Materials & Equipment Index,available,etfs\raw\methodologies\455860_2a10ffbf1771.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Secondary_Battery_Material_&_Equipment_Index_Methodology_Book_신한자산운용_(20231114)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0167A0,SOL AI반도체TOP2플러스,FnGuide AI Semiconductor TOP2 Plus Index,available,etfs\raw\methodologies\0167A0_57c7d80a085d.pdf,https://file.fnguide.com/fnindex/files/FnGuide AI Semiconductor TOP2 Plus Index_Methodology_Book_(20260102)_v1.2.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,15%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
455850,SOL AI반도체소부장,FnGuide AI Semiconductor Materials & Equipment Index,available,etfs\raw\methodologies\455850_9fe7197e9742.pdf,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_Material_&_Equipment_Index_Methodology_Book_신한자산운용_(20240213)_v1.3.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
490480,SOL K방산,FnGuide Defense TOP5 Index TR,available,etfs\raw\methodologies\490480_51590a18eb33.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Defense_TOP5_Index_TR_Methodology_Book_(20250730)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,23%,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
484880,SOL 금융지주플러스고배당,FnGuide Financial Group Plus High Dividend Index(PR),available,etfs\raw\methodologies\484880_22b0543da6f7.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Financial_Group_Plus_High_Dividend_Index_PR_Methodology_Book_(20240430)_v1.1.pdf,dividend,semiannual,"4,10",custom_weighted,,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
475300,SOL 반도체전공정,FnGuide Semiconductor Front-End Process Index,available,etfs\raw\methodologies\475300_97d98c3f45ff.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Semiconductor_Front-End_Process_Index_Methodology_Book_(20231130)_v1.1.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
475310,SOL 반도체후공정,FnGuide Semiconductor Back-End Process Index,available,etfs\raw\methodologies\475310_af9ebebe872f.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Semiconductor_Back-End_Process_Index_Methodology_Book_(20231130)_v1.1.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
464610,SOL 의료기기소부장Fn,FnGuide Medical Device Materials & Equipment Index,available,etfs\raw\methodologies\464610_aca3e09d507b.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Medical_Device_Materials_&_Equipment_Index_Methodology_Book_신한_(20230711)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
466930,SOL 자동차TOP3플러스,FnGuide Automobile TOP3 Plus Index,available,etfs\raw\methodologies\466930_9094f311de0c.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_TOP3_Plus_Index_Methodology_Book_(20230817)_v2.0.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
464600,SOL 자동차소부장Fn,FnGuide Automobile Materials & Equipment Index,available,etfs\raw\methodologies\464600_c065530b275c.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Automobile_Materials_&_Equipment_Index_Methodology_Book_신한_(20230711)_v1.2.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,10%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0005D0,SOL 전고체배터리&실리콘음극재,FnGuide All-Solid-State Battery & Silicon Anode Index,available,etfs\raw\methodologies\0005D0_bf91416fcf36.pdf,https://file.fnguide.com/fnindex/files/FnGuide_All-Soild-State_Battery_&_Silicon_Anode_Index_Methodology_Book_(20241028)_v1.1.pdf,keyword_theme,quarterly,"3,6,9,12",float_market_cap_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
466920,SOL 조선TOP3플러스,FnGuide Shipbuilding TOP3 Plus Index,available,etfs\raw\methodologies\466920_b13eb0bc3c86.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Shipbuilding_TOP3_Plus_Index_Methodology_Book_(20250909)_v1.4.pdf,keyword_theme,quarterly,"2,5,8,11",float_market_cap_weighted,25%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0141S0,SOL 조선기자재,FnGuide Shipbuilding Equipment Index,available,etfs\raw\methodologies\0141S0_533567ac0f6b.pdf,https://file.fnguide.com/fnindex/files/FnGuide_Shipbuilding_Equipment_Index_Methodology_Book_(20251013)_v1.0.pdf,equal_weight,quarterly,"2,5,8,11",equal_weighted,20%,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|methodology_pdf|ranking_inputs|rule_profile|stock_prices|trading_value_liquidity,methodology_pdf|rule_profile,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
