code,name,index_name,methodology_status,methodology_file,family,rebalance_frequency,rebalance_months,weighting_scheme,readiness,next_action,missing_data
482030,KoAct 반도체&2차전지핵심소재액티브,FnGuide Secondary Battery Core Materials 10 Index,available,etfs\raw\methodologies\482030_f13d50e5b8d0.pdf,keyword_theme,quarterly,"1,4,7,10",score_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
284980,RISE 200금융,FnGuide-RAFI Korea Index Series,available,etfs\raw\methodologies\284980_71da2faa0706.pdf,dividend,annual,6,fundamental_float_adjusted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
465330,RISE 2차전지TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\465330_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
422420,RISE 2차전지액티브,FnGuide Secondary Battery Industry Index,available,etfs\raw\methodologies\422420_8ae0b61a17ae.pdf,keyword_theme,quarterly,"3,6,9,12",score_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
469070,RISE AI&로봇,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\469070_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0093A0,RISE AI반도체TOP10,FnGuide AI Semiconductor TOP10 Index,available,etfs\raw\methodologies\0093A0_582f7c84fdd3.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0101N0,RISE AI전력인프라,FnGuide AI Semiconductor & Infrastructure Index,available,etfs\raw\methodologies\0101N0_374de20750a1.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
427120,RISE AI플랫폼,FnGuide AI Platform Index,available,etfs\raw\methodologies\427120_880faa2f3829.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
326240,RISE IT플러스,FnGuide IT PLUS Index,available,etfs\raw\methodologies\326240_bea5dc8cb6b5.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
388280,RISE K엔터&여행레저,FnGuide K-Entertainment & Travel Leisure Index,available,etfs\raw\methodologies\388280_8bf34ee452fc.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
300640,RISE 게임테마,FnGuide K-Game Index,available,etfs\raw\methodologies\300640_61f80a798567.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0000Z0,RISE 바이오TOP10액티브,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\0000Z0_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
446700,RISE 배터리 리사이클링,FnGuide All-Solid-State Battery & Silicon Anode Index,available,etfs\raw\methodologies\446700_bf91416fcf36.pdf,keyword_theme,quarterly,"3,6,9,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
388420,RISE 비메모리반도체액티브,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\388420_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
498860,RISE 코리아금융고배당,FnGuide KOREA High Dividend,available,etfs\raw\methodologies\498860_e6f5d77736ff.pdf,dividend,semiannual,"5,11",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
253280,RISE 헬스케어,FnGuide Healthcare Index,available,etfs\raw\methodologies\253280_9855e57bcb28.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
0190C0,RISE 현대차고정피지컬AI,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\0190C0_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
455860,SOL 2차전지소부장Fn,FnGuide Secondary Battery Materials & Equipment Index,available,etfs\raw\methodologies\455860_2a10ffbf1771.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0167A0,SOL AI반도체TOP2플러스,FnGuide AI Semiconductor TOP2 Plus Index,available,etfs\raw\methodologies\0167A0_57c7d80a085d.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
455850,SOL AI반도체소부장,FnGuide AI Semiconductor Materials & Equipment Index,available,etfs\raw\methodologies\455850_9fe7197e9742.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
490480,SOL K방산,FnGuide Defense TOP5 Index TR,available,etfs\raw\methodologies\490480_51590a18eb33.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
484880,SOL 금융지주플러스고배당,FnGuide Financial Group Plus High Dividend Index(PR),available,etfs\raw\methodologies\484880_22b0543da6f7.pdf,dividend,semiannual,"4,10",custom_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
475300,SOL 반도체전공정,FnGuide Semiconductor Front-End Process Index,available,etfs\raw\methodologies\475300_97d98c3f45ff.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
475310,SOL 반도체후공정,FnGuide Semiconductor Back-End Process Index,available,etfs\raw\methodologies\475310_af9ebebe872f.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
464610,SOL 의료기기소부장Fn,FnGuide Medical Device Materials & Equipment Index,available,etfs\raw\methodologies\464610_aca3e09d507b.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
466930,SOL 자동차TOP3플러스,FnGuide Automobile TOP3 Plus Index,available,etfs\raw\methodologies\466930_9094f311de0c.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
464600,SOL 자동차소부장Fn,FnGuide Automobile Materials & Equipment Index,available,etfs\raw\methodologies\464600_c065530b275c.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0005D0,SOL 전고체배터리&실리콘음극재,FnGuide All-Solid-State Battery & Silicon Anode Index,available,etfs\raw\methodologies\0005D0_bf91416fcf36.pdf,keyword_theme,quarterly,"3,6,9,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
466920,SOL 조선TOP3플러스,FnGuide Shipbuilding TOP3 Plus Index,available,etfs\raw\methodologies\466920_b13eb0bc3c86.pdf,keyword_theme,quarterly,"2,5,8,11",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0141S0,SOL 조선기자재,FnGuide Shipbuilding Equipment Index,available,etfs\raw\methodologies\0141S0_533567ac0f6b.pdf,equal_weight,quarterly,"2,5,8,11",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0105D0,SOL 한국AI소프트웨어,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\0105D0_bf7dfdb2d9c3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
0008T0,SOL 화장품TOP3플러스,FnGuide Cosmetics TOP3 Plus Index,available,etfs\raw\methodologies\0008T0_75f028f551de.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
315270,TIGER 200커뮤니케이션서비스,FnGuide-RAFI Korea Index Series,available,etfs\raw\methodologies\315270_71da2faa0706.pdf,dividend,annual,6,fundamental_float_adjusted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|fundamental_factors|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
364980,TIGER 2차전지TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364980_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
462010,TIGER 2차전지소재Fn,FnGuide Secondary Battery Material Index,available,etfs\raw\methodologies\462010_7213faeec355.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
305540,TIGER 2차전지테마,FnGuide Secondary Battery Industry Index,available,etfs\raw\methodologies\305540_8ae0b61a17ae.pdf,keyword_theme,quarterly,"3,6,9,12",score_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|score_inputs|stock_prices|trading_value_liquidity
471760,TIGER AI반도체핵심공정,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\471760_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
365040,TIGER AI코리아그로스액티브,FnGuide Korea AI Tech Core Industry Index,available,etfs\raw\methodologies\365040_a0fd547b69bf.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
377990,TIGER Fn신재생에너지,FnGuide K-Renewable Energy Plus Index,available,etfs\raw\methodologies\377990_d8afbf8c3e96.pdf,keyword_theme,semiannual,"6,12",custom_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
300610,TIGER K게임,FnGuide K-Game Index,available,etfs\raw\methodologies\300610_61f80a798567.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
463250,TIGER K방산&우주,FnGuide Defense TOP5 Index TR,available,etfs\raw\methodologies\463250_51590a18eb33.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
364990,TIGER 게임TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364990_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0168K0,TIGER 기술이전바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\0168K0_e6ad30e3a9d6.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
228810,TIGER 미디어컨텐츠,FnGuide K-POP & Media Index,available,etfs\raw\methodologies\228810_48ffa5d26b80.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
364970,TIGER 바이오TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\364970_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
091230,TIGER 반도체,FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\091230_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
396500,TIGER 반도체TOP10,FnGuide AI Semiconductor TOP10 Index,available,etfs\raw\methodologies\396500_582f7c84fdd3.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0177R0,TIGER 반도체TOP10커버드콜액티브,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\0177R0_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
157490,TIGER 소프트웨어,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\157490_bf7dfdb2d9c3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
091220,TIGER 은행,FnGuide Bank High Dividend Plus TOP 10 Index,available,etfs\raw\methodologies\091220_8e6e80515440.pdf,dividend,semiannual,"6,12",custom_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|custom_index_formula_inputs|dividend_data|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
466940,TIGER 은행고배당플러스TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\466940_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
307510,TIGER 의료기기,FnGuide Healthcare Equipment Index,available,etfs\raw\methodologies\307510_bc4f965abc8e.pdf,sector_theme,quarterly,"5,6,11,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|stock_prices|trading_value_liquidity
365000,TIGER 인터넷TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\365000_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
494670,TIGER 조선TOP10,FnGuide Size/Style Index Series,available,etfs\raw\methodologies\494670_60b5df44287f.pdf,dividend,semiannual,"6,12",float_market_cap_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
157500,TIGER 증권,FnGuide Sector Coverage Index Series,available,etfs\raw\methodologies\157500_bf7dfdb2d9c3.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices
307520,TIGER 지주회사,FnGuide Holdings Company Index,available,etfs\raw\methodologies\307520_f37b076120b1.pdf,top_n_theme,quarterly,"1,2,7,8",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0117V0,TIGER 코리아AI전력기기TOP3플러스,FnGuide Automobile TOP3 Plus Index,available,etfs\raw\methodologies\0117V0_9094f311de0c.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
0148J0,TIGER 코리아휴머노이드로봇산업,FnGuide Korea AI Tech Core Industry Index,available,etfs\raw\methodologies\0148J0_a0fd547b69bf.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
387280,TIGER 퓨처모빌리티액티브,FnGuide Fuel Cell Electric Future Mobility Index,available,etfs\raw\methodologies\387280_03472677893e.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices
449690,TIGER 한중반도체(합성),FnGuide AI Semiconductor TOP3 Plus Price Return Index,available,etfs\raw\methodologies\449690_466c302826ee.pdf,keyword_theme,quarterly,"3,6,9,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
143860,TIGER 헬스케어,FnGuide Healthcare Index,available,etfs\raw\methodologies\143860_9855e57bcb28.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
228790,TIGER 화장품,FnGuide Cosmetics TOP3 Plus Index,available,etfs\raw\methodologies\228790_75f028f551de.pdf,keyword_theme,quarterly,"1,4,7,10",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
463050,TIME K바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\463050_e6ad30e3a9d6.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
404120,TIME K신재생에너지액티브,FnGuide K-Renewable Energy Plus Index,available,etfs\raw\methodologies\404120_d8afbf8c3e96.pdf,keyword_theme,semiannual,"6,12",custom_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|custom_index_formula_inputs|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
0184V0,UNICORN K바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\raw\methodologies\0184V0_e6ad30e3a9d6.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
