symbol,qty,abs_qty
A030000,-13192.852828477224,13192.852828477224
A015760,-11632.481556982744,11632.481556982744
A000210,9302.307643268483,9302.307643268483
A003490,2931.0632423824277,2931.0632423824277
A003550,2289.789815040408,2289.789815040408
A036570,613.306909572182,613.306909572182
A006400,598.3628600534456,598.3628600534456
A011070,447.3396135936588,447.3396135936588
A000720,342.75772171984045,342.75772171984045
A298040,84.18622727079372,84.18622727079372
A064400,-6.838553427825445,6.838553427825445
A114090,-0.000366356367189416,0.000366356367189416
A071320,-0.00011221021397658792,0.00011221021397658792
A259960,-1.287707881421872e-05,1.287707881421872e-05
A079550,-3.9465465801050755e-06,3.9465465801050755e-06
A329180,-2.600789317157488e-06,2.600789317157488e-06
A042660,-1.2292662214400866e-07,1.2292662214400866e-07
A064350,-3.0061248359967635e-10,3.0061248359967635e-10
