code,name,product_family,coverage_provider,provider_status,source_candidate,source_kind,confidence,next_action
385600,ACE 2차전지&친환경차액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
475270,ACE 5월만기자동연장회사채AA-이상액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
475280,ACE 8월만기자동연장회사채AA-이상액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
469150,ACE AI반도체TOP3+,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0079X0,ACE BYD밸류체인액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
385590,ACE ESG액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
226380,ACE Fn성장소비주도주,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
475050,ACE KPOP포커스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
411060,ACE KRX금현물,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
0172Y0,ACE K수출핵심TOP10산업액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0177X0,ACE K휴머노이드로봇산업TOP2+,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
291130,ACE MSCI멕시코(합성),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
256440,ACE MSCI인도네시아(합성),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
261920,ACE MSCI필리핀(합성),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
0194T0,ACE SK하이닉스단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0021D0,ACE TDF2030액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0021E0,ACE TDF2050액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0021C0,ACE TDF장기자산배분액티브,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0139P0,ACE 고배당주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0199C0,ACE 고배당주Plus커버드콜액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
225130,ACE 골드선물 레버리지(합성 H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
483340,ACE 구글밸류체인액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
365780,ACE 국고채10년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
114460,ACE 국고채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
494340,ACE 글로벌AI맞춤형반도체,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
446770,ACE 글로벌반도체TOP4 Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
435040,ACE 글로벌브랜드TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
497510,ACE 글로벌빅파마,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
460960,ACE 글로벌인컴TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
414270,ACE 글로벌자율주행액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
440640,ACE 단기채권알파액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
190620,ACE 단기통안채,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
494330,ACE 라이프자산주주가치액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
265690,ACE 러시아MSCI(합성),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
152500,ACE 레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0153P0,ACE 리츠부동산인프라액티브,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
483330,ACE 마이크로소프트밸류체인액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
487340,ACE 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0085P0,ACE 미국10년국채액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0085N0,ACE 미국10년국채액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
452250,ACE 미국30년국채선물레버리지(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
