code,name,product_family,coverage_provider,provider_status,source_candidate,source_kind,confidence,next_action
280930,KODEX 미국러셀2000(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0048J0,KODEX 미국머니마켓액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
390390,KODEX 미국반도체,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
489250,KODEX 미국배당다우존스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
483290,KODEX 미국배당다우존스타겟커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
441640,KODEX 미국배당커버드콜액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
352560,KODEX 미국부동산리츠(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
314250,KODEX 미국빅테크10(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
473460,KODEX 미국서학개미,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0144L0,KODEX 미국성장커버드콜액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
390400,KODEX 미국스마트모빌리티S&P,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0167Z0,KODEX 미국우주항공,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0132H0,KODEX 미국원자력SMR,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
437080,KODEX 미국종합채권ESG액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
419420,KODEX 미국클린에너지나스닥,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
491090,KODEX 미국테크TOP3플러스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0038A0,KODEX 미국휴머노이드로봇,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
244580,KODEX 바이오,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
091160,KODEX 반도체,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
494310,KODEX 반도체레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0190G0,KODEX 반도체타겟위클리커버드콜,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0080G0,KODEX 방산TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0100K0,KODEX 방산TOP10레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
325020,KODEX 배당가치,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
244670,KODEX 밸류Plus,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
140700,KODEX 보험,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
102780,KODEX 삼성그룹,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
213610,KODEX 삼성그룹밸류,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0193W0,KODEX 삼성전자단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
448330,KODEX 삼성전자채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
325010,KODEX 성장주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
385510,KODEX 신재생에너지액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
446690,KODEX 아시아AI반도체exChina액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
437070,KODEX 아시아달러채권ESG플러스액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
117460,KODEX 에너지화학,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
275300,KODEX 우량주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
140710,KODEX 운송,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0098F0,KODEX 원자력SMR,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
395150,KODEX 웹툰&드라마,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
456250,KODEX 유럽명품TOP10 STOXX,foreign_or_global,,,stoxx,methodology_provider,medium,build_stoxx_methodology_probe
400570,KODEX 유럽탄소배출권선물ICE(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
144600,KODEX 은선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
091170,KODEX 은행,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
453810,KODEX 인도Nifty50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
453820,KODEX 인도Nifty50레버리지(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0000H0,KODEX 인도Nifty미드캡100,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
477730,KODEX 인도타타그룹,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
114800,KODEX 인버스,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
101280,KODEX 일본TOPIX100,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
352540,KODEX 일본부동산리츠(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
091180,KODEX 자동차,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
385520,KODEX 자율주행액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
363570,KODEX 장기종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0115D0,KODEX 조선TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
273130,KODEX 종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0153K0,KODEX 주주환원고배당주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
102970,KODEX 증권,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
419430,KODEX 차이나2차전지MSCI(합성),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
169950,KODEX 차이나A50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0162L0,KODEX 차이나AI반도체TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
428510,KODEX 차이나AI테크액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
283580,KODEX 차이나CSI300,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
099140,KODEX 차이나H,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
204450,KODEX 차이나H레버리지(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
415340,KODEX 차이나과창판STAR50(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
256750,KODEX 차이나심천ChiNext(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0065G0,KODEX 차이나테크TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
372330,KODEX 차이나항셍테크,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0048K0,KODEX 차이나휴머노이드로봇,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
117680,KODEX 철강,domestic_sector,fnguide,not_found,fnguide,methodology_provider,high,continue_fnguide_pipeline
279540,KODEX 최소변동성,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
445150,KODEX 친환경조선해운액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
211900,KODEX 코리아배당성장,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
237370,KODEX 코리아배당성장채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
495850,KODEX 코리아밸류업,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0115E0,KODEX 코리아소버린AI,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
373490,KODEX 코리아혁신성장액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
229200,KODEX 코스닥150,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
233740,KODEX 코스닥150레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
360150,KODEX 코스닥150롱코스피200숏선물,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
251340,KODEX 코스닥150선물인버스,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
461450,KODEX 코스닥글로벌,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
226490,KODEX 코스피,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
237350,KODEX 코스피100,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
359210,KODEX 코스피TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
337140,KODEX 코스피대형주,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
138920,KODEX 콩선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
244660,KODEX 퀄리티Plus,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
375770,KODEX 탄소효율그린뉴딜,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
459560,KODEX 테슬라밸류체인FactSet,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
475080,KODEX 테슬라커버드콜채권혼합액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
266410,KODEX 필수소비재,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
298770,KODEX 한국대만IT프리미어,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
476800,KODEX 한국부동산리츠인프라,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
450190,KODEX 한중반도체(합성),domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
450180,KODEX 한중전기차(합성),domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
266420,KODEX 헬스케어,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
364690,KODEX 혁신기술테마액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
487130,KoAct AI인프라액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0074K0,KoAct K수출핵심기업TOP30액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
471040,KoAct 글로벌AI&로봇액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0174B0,KoAct 글로벌AI메모리반도체액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0132D0,KoAct 글로벌K컬처밸류체인액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0020H0,KoAct 글로벌양자컴퓨팅액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
475070,KoAct 글로벌친환경전력인프라액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0015B0,KoAct 미국나스닥성장기업액티브,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
0104H0,KoAct 미국나스닥채권혼합50액티브,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
0186L0,KoAct 미국로봇피지컬AI액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0113G0,KoAct 미국바이오헬스케어액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
497780,KoAct 미국천연가스인프라액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
490330,KoAct 미국치매&뇌질환치료제액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
462900,KoAct 바이오헬스케어액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
482030,KoAct 반도체&2차전지핵심소재액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
476850,KoAct 배당성장액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0051A0,KoAct 브로드컴밸류체인액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0150K0,KoAct 수소전력ESS인프라액티브,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0154H0,KoAct 차이나바이오헬스케어액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
495230,KoAct 코리아밸류업액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0163Y0,KoAct 코스닥액티브,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0193G0,KoAct 코스피액티브,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0093D0,KoAct 팔란티어밸류체인액티브,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
488290,MIDAS 일본테크액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
438740,MIDAS 중소형액티브,domestic_broad_market,,,krx,methodology_provider,low,research_krx_sources
0191B0,MIDAS 코스닥액티브,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
403790,MIDAS 코스피액티브,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
152100,PLUS 200,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
491220,PLUS 200TR,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
253150,PLUS 200선물레버리지,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
253160,PLUS 200선물인버스2X,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
0203D0,PLUS 200위클리커버드콜채권혼합,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
395750,PLUS ESG가치주액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
395760,PLUS ESG성장주액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
453010,PLUS KOFR금리,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
429740,PLUS K리츠,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
449450,PLUS K방산,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0104G0,PLUS K방산레버리지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0090B0,PLUS K방산소부장,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0166S0,PLUS K제조업핵심기업액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
269530,PLUS S&P글로벌인프라,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
433880,PLUS TDF2060액티브 적격,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
251590,PLUS 고배당저변동50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
161510,PLUS 고배당주,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0018C0,PLUS 고배당주위클리고정커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
489030,PLUS 고배당주위클리커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
251600,PLUS 고배당주채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
461460,PLUS 국고채10년액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
451600,PLUS 국고채30년액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
491230,PLUS 국공채머니마켓액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
289670,PLUS 국채선물10년,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
298340,PLUS 국채선물3년,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
489010,PLUS 글로벌AI인프라,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
442580,PLUS 글로벌HBM반도체,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
189400,PLUS 글로벌MSCI(합성 H),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
496770,PLUS 글로벌방산,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
419650,PLUS 글로벌수소&차세대연료전지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0007G0,PLUS 글로벌원자력밸류체인,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0166T0,PLUS 글로벌저작권핵심기업액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0035T0,PLUS 글로벌휴머노이드로봇액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
415920,PLUS 글로벌희토류&전략자원생산기업,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0138Y0,PLUS 금채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
278620,PLUS 단기채권액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
477050,PLUS 머니마켓액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0050E0,PLUS 미국AI에이전트,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
429760,PLUS 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
269540,PLUS 미국S&P500(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0057H0,PLUS 미국S&P500미국채혼합50액티브,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
494410,PLUS 미국S&P500성장주,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0153X0,PLUS 미국고배당주액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0089B0,PLUS 미국나스닥100미국채혼합50,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
287180,PLUS 미국나스닥테크,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
213630,PLUS 미국다우존스고배당주(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
332610,PLUS 미국단기회사채(AAA~A),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
456200,PLUS 미국달러SOFR금리액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0078V0,PLUS 미국로보택시,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
494420,PLUS 미국배당증가성장주데일리커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0023B0,PLUS 미국양자컴퓨팅TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
332620,PLUS 미국장기우량회사채,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
464470,PLUS 미국채30년액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
461900,PLUS 미국테크TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
461910,PLUS 미국테크TOP10레버리지(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0193K0,PLUS 삼성전자단일종목레버리지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0193L0,PLUS 삼성전자선물단일종목인버스2X,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
195970,PLUS 선진국MSCI(합성 H),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
238670,PLUS 스마트베타Quality채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
195980,PLUS 신흥국MSCI(합성 H),foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
256450,PLUS 심천차이넥스트(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
447660,PLUS 애플채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
239660,PLUS 우량회사채50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
421320,PLUS 우주항공,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0184N0,PLUS 은채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
464920,PLUS 일본반도체소부장,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
489000,PLUS 일본엔화초단기국채(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0098N0,PLUS 자사주매입고배당주,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
451000,PLUS 종합채권(AA-이상)액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
280920,PLUS 주도업종,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0184L0,PLUS 중기종합채권(A-이상)액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
266550,PLUS 중형주저변동50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0047N0,PLUS 차이나AI테크TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
495040,PLUS 코리아밸류업,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
301400,PLUS 코스닥150,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
301410,PLUS 코스닥150선물인버스,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
0166N0,PLUS 코스닥150액티브,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
227830,PLUS 코스피,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
122090,PLUS 코스피50,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
328370,PLUS 코스피TR,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
457990,PLUS 태양광&ESS,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0132K0,PLUS 테슬라위클리커버드콜채권혼합,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0000J0,PLUS 한화그룹주,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
148020,RISE 200,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
361580,RISE 200TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
290080,RISE 200고배당커버드콜ATM,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
284980,RISE 200금융,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
252400,RISE 200선물레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
252410,RISE 200선물인버스,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
252420,RISE 200선물인버스2X,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
475720,RISE 200위클리커버드콜,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
183700,RISE 200채권혼합50,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
0122W0,RISE 26-11 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
465330,RISE 2차전지TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
465350,RISE 2차전지TOP10인버스(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
422420,RISE 2차전지액티브,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
105780,RISE 5대그룹주,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
