symbol,qty,abs_qty
A011170,15070.035606588497,15070.035606588497
A030000,-7153.680335360291,7153.680335360291
A015760,-6848.598789869179,6848.598789869179
A185750,-5168.41923886941,5168.41923886941
A034230,3313.2888550417742,3313.2888550417742
A006400,1920.474283887121,1920.474283887121
A004370,-1742.1429064684694,1742.1429064684694
A402340,1741.58446980167,1741.58446980167
A005930,1472.9806331743675,1472.9806331743675
A032830,-330.7189245948161,330.7189245948161
A064400,-6.657672863952939,6.657672863952939
A001680,-0.0003760027082930911,0.0003760027082930911
A114090,-0.00027234322456523574,0.00027234322456523574
A009420,-0.0001395741065319256,0.0001395741065319256
A071320,-8.002662108345937e-05,8.002662108345937e-05
A003550,-6.799483387049526e-05,6.799483387049526e-05
A032640,-5.208794087668139e-05,5.208794087668139e-05
A021240,-4.2387923350567513e-05,4.2387923350567513e-05
A042660,-1.4342838295092718e-05,1.4342838295092718e-05
A259960,-6.31552889576812e-06,6.31552889576812e-06
