date,monthly_returns
2020-01-31,0.27959549836789854
2020-02-29,-0.06381681459682553
2020-03-31,0.4117125428942352
2020-04-30,0.008541628755980968
2020-05-31,-0.019057769369577593
2020-06-30,-0.05027288553089737
2020-07-31,0.13445458084060102
2020-08-31,0.016706430436139286
2020-09-30,-0.04848485916125089
2020-10-31,0.034886830309860395
2020-11-30,0.08347195344426761
2020-12-31,0.1404068077630125
2021-01-31,0.03036624474586902
2021-02-28,0.152264969730326
2021-03-31,-0.2740356266900664
2021-04-30,0.23815516535439318
2021-05-31,0.06852443857932866
2021-06-30,-0.10329930392230768
2021-07-31,0.24740831019859733
2021-08-31,0.05999089805950342
2021-09-30,0.1877573817685445
2021-10-31,-0.03310359507341176
2021-11-30,-0.0006730203824147907
2021-12-31,-0.029250784282800035
2022-01-31,0.0028217465888815685
2022-02-28,-0.019714772604386588
2022-03-31,0.06488527659133014
2022-04-30,0.05454110592652839
2022-05-31,-0.014018830405766791
2022-06-30,0.02192687607953947
2022-07-31,0.00915888001095766
2022-08-31,0.11873606183014163
2022-09-30,-0.066280458740264
2022-10-31,0.05915608373681214
2022-11-30,-0.016117003999809754
2022-12-31,0.04864950125263978
2023-01-31,-0.034870792354234514
2023-02-28,0.01312321543100281
2023-03-31,-0.13320032638964208
2023-04-30,0.1462974440425009
2023-05-31,0.014507531544136976
2023-06-30,0.022587511486793277
2023-07-31,0.030426826390214545
2023-08-31,0.20100651593478402
2023-09-30,-0.13165130097735034
2023-10-31,0.09126774525971992
2023-11-30,0.024207134900373406
2023-12-31,0.022935508281226147
2024-01-31,-0.007282006631860072
2024-02-29,0.06411939078048623
2024-03-31,-0.03208288253130043
2024-04-30,0.17387385643279596
2024-05-31,0.05453878747552099
2024-06-30,0.036943698865671726
2024-07-31,0.10315698639111481
2024-08-31,0.04158004527015002
2024-09-30,0.056403541729186824
2024-10-31,0.09627327297374588
2024-11-30,0.04941687390169447
2024-12-31,-0.00041124905202893913
2025-01-31,0.142618556613461
2025-02-28,0.12182231276457678
2025-03-31,-0.011488149501561518
2025-04-30,0.09694645865225415
2025-05-31,0.22673510153660703
2025-06-30,0.11353580163963728
2025-07-31,-0.0774183190971679
2025-08-31,-0.03560283300029399
2025-09-30,0.13866255417360795
2025-10-31,0.21776413273204676
2025-11-30,0.03793557859225083
2025-12-31,-0.04989348469783417
2026-01-31,0.3557609423037653
2026-02-28,-0.0036225420104394335
2026-03-31,-0.035179381028831225
2026-04-30,0.21504495187978256
2026-05-31,-0.0710017109814236
