symbol,qty,abs_qty
A000210,7910.949584012575,7910.949584012575
A003490,2773.931925234394,2773.931925234394
A003550,2063.662192777863,2063.662192777863
A267250,1166.0908990612584,1166.0908990612584
A112610,827.701122248448,827.701122248448
A278470,665.2626526778273,665.2626526778273
A036570,517.2680540713392,517.2680540713392
A006400,493.94148823027484,493.94148823027484
A011070,426.5653579402956,426.5653579402956
A000720,318.0872813613071,318.0872813613071
A039490,126.62210231605442,126.62210231605442
A298040,75.52912524202631,75.52912524202631
A015760,-0.08861449425727486,0.08861449425727486
A329180,-2.0745412272366384e-05,2.0745412272366384e-05
A042660,-2.4179400139527185e-07,2.4179400139527185e-07
