date,monthly_returns
2020-01-31,-0.0406834307658791
2020-02-29,-0.019357621811165515
2020-03-31,-0.036307387818989456
2020-04-30,0.05612670942290543
2020-05-31,0.035988972779777306
2020-06-30,0.24917967267012475
2020-07-31,0.14925318463743786
2020-08-31,-0.04046945504235999
2020-09-30,-0.06458096377675937
2020-10-31,-0.022237494831233273
2020-11-30,0.05004176654570114
2020-12-31,-0.07495154906065393
2021-01-31,0.07925568829037077
2021-02-28,0.05536994848413124
2021-03-31,-0.058061848734285104
2021-04-30,0.21438126872185714
2021-05-31,0.13453612610490517
2021-06-30,-0.06417621925326567
2021-07-31,0.052663607059523
2021-08-31,0.025722891987182805
2021-09-30,-0.058327351203241506
2021-10-31,-0.023674521768339396
2021-11-30,0.02903100315376239
2021-12-31,-0.04565586375754149
2022-01-31,0.061714523971230895
2022-02-28,0.05005972165480066
2022-03-31,0.007739539189306477
2022-04-30,0.08429575491239216
2022-05-31,0.02762712089004471
2022-06-30,-0.04700443101558438
2022-07-31,0.05953581030370958
2022-08-31,0.11448139450776429
2022-09-30,-0.09688422604090097
2022-10-31,0.06085884315602086
2022-11-30,0.024473554976065515
2022-12-31,0.02607937315196751
2023-01-31,0.03236012039654779
2023-02-28,0.002030295205135202
2023-03-31,0.08929440334616623
2023-04-30,0.015872943834962294
2023-05-31,-0.06563345976084967
2023-06-30,0.2510533932333787
2023-07-31,0.06945750316328336
2023-08-31,0.22133636932963396
2023-09-30,-0.06277767060819439
2023-10-31,-0.027750015400677674
2023-11-30,0.03597735551592174
2023-12-31,0.02917207139494926
2024-01-31,-0.012526997829425013
2024-02-29,0.13974998580556885
2024-03-31,0.15184571999691254
2024-04-30,0.1554791570878178
2024-05-31,0.15301813358573546
2024-06-30,-0.060264426974404484
2024-07-31,0.006492221835865841
2024-08-31,-0.0564354071545341
2024-09-30,0.14722441483014004
2024-10-31,0.14106163174039787
2024-11-30,0.05284908674949684
2024-12-31,0.004722065238730089
2025-01-31,0.14022247607672989
2025-02-28,0.19652720818340308
2025-03-31,-0.07227933528449282
2025-04-30,0.2345488008005745
2025-05-31,0.24667631273858914
2025-06-30,0.0667128747623591
2025-07-31,-0.028469800894896258
2025-08-31,-0.004768429505236149
2025-09-30,-0.02442969198979794
2025-10-31,0.23323006426296167
2025-11-30,0.0024730133833621437
2025-12-31,0.05366512034597992
2026-01-31,0.2817827160313915
2026-02-28,0.1643239501816618
2026-03-31,-0.10340901539883995
2026-04-30,0.5532933387326964
2026-05-31,0.12006648423807587
