symbol,qty,abs_qty
A015760,-16474.790461442346,16474.790461442346
A000210,3715.5653184060952,3715.5653184060952
A011170,3050.58060919882,3050.58060919882
A047040,3000.6515839472877,3000.6515839472877
A003490,2799.529672513737,2799.529672513737
A272210,1159.0961742244262,1159.0961742244262
A036570,632.3937563803353,632.3937563803353
A000720,500.0933076859238,500.0933076859238
A259960,453.6737749248668,453.6737749248668
A006400,298.59322399259213,298.59322399259213
A009150,211.67624801148202,211.67624801148202
A079550,139.56710064658157,139.56710064658157
A010120,73.53315556260523,73.53315556260523
A298040,36.70832021609246,36.70832021609246
A000100,-14.471388444691911,14.471388444691911
A114090,-0.00030210205207042984,0.00030210205207042984
A003550,-4.157860316066769e-05,4.157860316066769e-05
A071320,-3.9899724160696176e-05,3.9899724160696176e-05
A042660,-1.740762786957284e-05,1.740762786957284e-05
A329180,-1.0840858245962855e-08,1.0840858245962855e-08
A064350,-2.570318060376844e-10,2.570318060376844e-10
A030000,-1.5408641685757478e-12,1.5408641685757478e-12
