symbol,qty,abs_qty
A015760,-13188.708687673725,13188.708687673725
A000210,7822.268600965105,7822.268600965105
A003490,3276.5991405742748,3276.5991405742748
A047050,1271.4410775541282,1271.4410775541282
A036570,753.6178023320832,753.6178023320832
A000720,439.4908863213335,439.4908863213335
A006400,403.202989229122,403.202989229122
A298040,62.84943008015469,62.84943008015469
A114090,-0.0003159254361179281,0.0003159254361179281
A071320,-6.274403474314239e-05,6.274403474314239e-05
A259960,-1.3325375305526903e-05,1.3325375305526903e-05
A079550,-4.083939773870046e-06,4.083939773870046e-06
A329180,-2.7003366301485724e-06,2.7003366301485724e-06
A042660,-6.252821303599964e-10,6.252821303599964e-10
A064350,-3.601194004516799e-10,3.601194004516799e-10
A030000,-2.6958852868173008e-12,2.6958852868173008e-12
