date,monthly_returns
2020-01-31,0.4198686307733617
2020-02-29,-0.05476720103729582
2020-03-31,0.07360596975532618
2020-04-30,0.13885943153801672
2020-05-31,0.007051322485214229
2020-06-30,0.20810458731606896
2020-07-31,0.07287994618038329
2020-08-31,-0.014636352667664831
2020-09-30,0.02736201846969899
2020-10-31,0.020272608535425674
2020-11-30,0.014229573387126715
2020-12-31,0.05861225301751771
2021-01-31,0.01005424149923173
2021-02-28,0.07308830647884945
2021-03-31,0.014410062530071599
2021-04-30,0.05146513680914877
2021-05-31,0.12987161960099902
2021-06-30,-0.049221018833459085
2021-07-31,0.08023163309808479
2021-08-31,0.04631523574537466
2021-09-30,-0.10683456668661384
2021-10-31,0.014358157833519458
2021-11-30,0.10166319451251371
2021-12-31,0.008613211094075757
2022-01-31,0.028153053431539066
2022-02-28,0.023055212504109912
2022-03-31,-0.001505069121316427
2022-04-30,0.17844028515996535
2022-05-31,-0.02015288105236468
2022-06-30,0.026183090269647158
2022-07-31,0.08381724868631246
2022-08-31,0.05925770203753644
2022-09-30,0.04060486238005079
2022-10-31,0.06488009455104549
2022-11-30,-0.06294139110419039
2022-12-31,-0.02374857097324523
2023-01-31,0.032362998604628324
2023-02-28,-0.01800781279557795
2023-03-31,-0.011757389317819555
2023-04-30,0.01598520327501385
2023-05-31,-0.018712617098303408
2023-06-30,0.07060283480857366
2023-07-31,-0.0038465625636250333
2023-08-31,0.23847269482220423
2023-09-30,0.04220616883678896
2023-10-31,-0.07392631019183082
2023-11-30,0.02144715201675007
2023-12-31,-0.05848189814451232
2024-01-31,0.005680191271430157
2024-02-29,0.17641695567745885
2024-03-31,-0.03941307358218904
2024-04-30,0.36749607005948337
2024-05-31,0.12437547278416772
2024-06-30,0.05325636413363788
2024-07-31,0.11125761954458291
2024-08-31,0.004234522271182817
2024-09-30,0.10172004583205574
2024-10-31,0.05520461038476854
2024-11-30,-0.007897151933528357
2024-12-31,-0.006532744484574082
2025-01-31,0.23882307803210567
2025-02-28,0.12844303071334906
2025-03-31,0.11757273685031677
2025-04-30,0.07491373567083714
2025-05-31,0.23348026143694223
2025-06-30,0.15472083387821445
2025-07-31,-0.03542669080258998
2025-08-31,0.06701957357008603
2025-09-30,0.038857814924200484
2025-10-31,0.19391920074248725
2025-11-30,-0.02875070919915046
2025-12-31,0.03298577722064522
2026-01-31,0.09209631243370997
2026-02-28,0.13914098399872232
2026-03-31,-0.06224311151744277
2026-04-30,0.14716992597729206
2026-05-31,0.0013865338658893833
