code,name,is_domestic_sector,classification_reason,product_family,coverage_provider,provider_status,expansion_lane,next_action
446770,ACE 글로벌반도체TOP4 Plus,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
435040,ACE 글로벌브랜드TOP10,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
497510,ACE 글로벌빅파마,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
460960,ACE 글로벌인컴TOP10,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
414270,ACE 글로벌자율주행액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
440640,ACE 단기채권알파액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
190620,ACE 단기통안채,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
494330,ACE 라이프자산주주가치액티브,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
265690,ACE 러시아MSCI(합성),False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
152500,ACE 레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0153P0,ACE 리츠부동산인프라액티브,False,no_sector_keyword,real_estate_or_infrastructure,,,future_product_family,classify_index_provider_after_family_selection
483330,ACE 마이크로소프트밸류체인액티브,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
487340,ACE 머니마켓액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0085P0,ACE 미국10년국채액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0085N0,ACE 미국10년국채액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
452250,ACE 미국30년국채선물레버리지(합성 H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
476760,ACE 미국30년국채액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
453850,ACE 미국30년국채액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
476750,ACE 미국30년국채엔화노출액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
480030,ACE 미국500데일리타겟커버드콜(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0118Z0,ACE 미국AI테크핵심산업액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
280320,ACE 미국IT인터넷(합성 H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
360200,ACE 미국S&P500,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
438080,ACE 미국S&P500미국채혼합50액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0155M0,ACE 미국SMR원자력TOP10,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
309230,ACE 미국WideMoat동일가중,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
367380,ACE 미국나스닥100,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
438100,ACE 미국나스닥100미국채혼합50액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
456880,ACE 미국달러SOFR금리(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
440650,ACE 미국달러단기채권액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0127M0,ACE 미국대형가치주액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0127P0,ACE 미국대형성장주액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
480040,ACE 미국반도체데일리타겟커버드콜(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
402970,ACE 미국배당다우존스,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0046Y0,ACE 미국배당퀄리티,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0049M0,ACE 미국배당퀄리티+커버드콜액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0049K0,ACE 미국배당퀄리티채권혼합50,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
181480,ACE 미국부동산리츠(합성 H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
465580,ACE 미국빅테크TOP7 Plus,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
465620,ACE 미국빅테크TOP7 Plus인버스(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0180V0,ACE 미국우주테크액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
473590,ACE 미국주식베스트셀러,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0008E0,ACE 미국중심중소형제조업,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
391600,ACE 미국친환경그린테마,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
455660,ACE 미국하이일드액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
245710,ACE 베트남VN30(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
131890,ACE 삼성그룹동일가중,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
108450,ACE 삼성그룹섹터가중,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
0194M0,ACE 삼성전자단일종목레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
316300,ACE 싱가포르리츠,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
277540,ACE 아시아TOP50,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
483420,ACE 애플밸류체인액티브,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
483320,ACE 엔비디아밸류체인액티브,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
448540,ACE 엔비디아채권혼합,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0099L0,ACE 우량회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
433500,ACE 원자력TOP10,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
0102X0,ACE 유럽방산TOP10,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
487920,ACE 인도시장대표BIG5그룹액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
487910,ACE 인도컨슈머파워액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
145670,ACE 인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
497520,ACE 일라이릴리밸류체인,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
238720,ACE 일본Nikkei225(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
196030,ACE 일본TOPIX레버리지(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
205720,ACE 일본TOPIX인버스(합성 H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
469160,ACE 일본반도체,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
356540,ACE 종합채권(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
447430,ACE 주주환원가치주액티브,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
416090,ACE 중국과창판STAR50,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
168580,ACE 중국본토CSI300,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
219900,ACE 중국본토CSI300레버리지(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
272910,ACE 중장기국공채액티브,False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0087F0,ACE 차이나AI빅테크TOP2+액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
371870,ACE 차이나항셍테크,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
380340,ACE 코리아AI테크핵심산업,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
496120,ACE 코리아밸류업,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
354500,ACE 코스닥150,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
305050,ACE 코스피,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
457480,ACE 테슬라밸류체인액티브,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
469170,ACE 포스코그룹포커스,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
466810,BNK 2차전지양극재,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
457930,BNK 미래전략기술액티브,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
487750,BNK 온디바이스AI,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
445690,BNK 주주가치액티브,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
0120J0,BNK 카카오그룹포커스,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
486240,DAISHIN343 AI반도체&인프라액티브,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
434960,DAISHIN343 K200,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
0189Z0,DAISHIN343 금융&지주고배당,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
0174J0,DAISHIN343 오피스리츠플러스,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
0098Z0,FOCUS 200,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0176P0,FOCUS AI반도체위클리고정커버드콜,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
448570,FOCUS AI코리아액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
285690,FOCUS ESG리더스,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0073X0,FOCUS 알리바바미국채커버드콜혼합,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
293180,HANARO 200,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
407310,HANARO 200 TOP10,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
332930,HANARO 200TR,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
304780,HANARO 200선물레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
306520,HANARO 200선물인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0123S0,HANARO 26-12 은행채(AA+이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0091M0,HANARO 27-06 회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
448490,HANARO 32-10 국고채액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
454320,HANARO CAPEX설비투자iSelect,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
395290,HANARO Fn K-POP&미디어,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
395280,HANARO Fn K-게임,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
368190,HANARO Fn K-뉴딜디지털플러스,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
402460,HANARO Fn K-메타버스MZ,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
395270,HANARO Fn K-반도체,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
438900,HANARO Fn K-푸드,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
367740,HANARO Fn5G산업,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
407300,HANARO Fn골프테마,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
381560,HANARO Fn전기&수소차,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
441540,HANARO Fn조선해운,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
381570,HANARO Fn친환경에너지,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
479850,HANARO K-뷰티,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
453060,HANARO KOFR금리액티브(합성),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
304760,HANARO KRX300,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
322410,HANARO K고배당,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
0155N0,HANARO K휴머노이드테마TOP10,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
332940,HANARO MSCI Korea TR,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
322400,HANARO e커머스,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
473640,HANARO 글로벌금채굴기업,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
354350,HANARO 글로벌럭셔리S&P(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
461340,HANARO 글로벌생성형AI액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
424460,HANARO 글로벌워터MSCI(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
401590,HANARO 글로벌탄소배출권선물ICE(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0040S0,HANARO 글로벌피지컬AI액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
314700,HANARO 농업융복합산업,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
486830,HANARO 머니마켓액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0181B0,HANARO 미국AI메모리반도체TOP4+,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
432840,HANARO 미국S&P500,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
498050,HANARO 바이오코리아액티브,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
476260,HANARO 반도체핵심공정주도주,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
434730,HANARO 원자력iSelect,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
0082F0,HANARO 유럽방산,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
491820,HANARO 전력설비투자,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
461500,HANARO 종합채권(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0191W0,HANARO 중기종합채권(A-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0111J0,HANARO 증권고배당TOP3플러스,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
495750,HANARO 코리아밸류업,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
304770,HANARO 코스닥150,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
306530,HANARO 코스닥150선물레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
375760,HANARO 탄소효율그린뉴딜,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
491700,HK 200,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
0000Y0,HK 26-12 회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
215620,HK S&P코리아로우볼,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0113P0,HK 머니마켓액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
391670,HK 베스트일레븐액티브,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
472920,HK 종합채권(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
472840,IBK 200,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
0005G0,IBK K-AI반도체코어테크,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
0178H0,IBK 미국AI TOP10국채혼합50,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0135Y0,IBK 중기종합채권(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0191S0,IBK 코스닥150,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
483570,KCGI 미국S&P500 TOP10,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
069660,KIWOOM 200,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
294400,KIWOOM 200TR,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
253250,KIWOOM 200선물레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
253240,KIWOOM 200선물인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
253230,KIWOOM 200선물인버스2X,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
464240,KIWOOM 26-09회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
458210,KIWOOM CD금리액티브(합성),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
488200,KIWOOM K-2차전지북미공급망,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
488210,KIWOOM K-반도체북미공급망,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
100910,KIWOOM KRX100,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
435530,KIWOOM TDF2030액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
435540,KIWOOM TDF2040액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
435550,KIWOOM TDF2050액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
148070,KIWOOM 국고채10년,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
167860,KIWOOM 국고채10년레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
471460,KIWOOM 국고채30년액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
114470,KIWOOM 국고채3년,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
473490,KIWOOM 글로벌AI반도체,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
489860,KIWOOM 글로벌전력GRID인프라,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
130730,KIWOOM 단기자금,False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
419890,KIWOOM 단기채권ESG액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
411860,KIWOOM 독일DAX,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
476450,KIWOOM 머니마켓액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
430500,KIWOOM 물가채KIS,False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0190M0,KIWOOM 미국AI테크하이베타,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
449770,KIWOOM 미국S&P500,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0137W0,KIWOOM 미국S&P500&GOLD,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
449780,KIWOOM 미국S&P500(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0137V0,KIWOOM 미국S&P500모멘텀,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0107F0,KIWOOM 미국고배당&AI테크,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
453080,KIWOOM 미국나스닥100(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
460270,KIWOOM 미국달러SOFR금리액티브(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
138230,KIWOOM 미국달러선물,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
225800,KIWOOM 미국달러선물레버리지,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
139660,KIWOOM 미국달러선물인버스,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
230480,KIWOOM 미국달러선물인버스2X,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
373790,KIWOOM 미국방어배당성장나스닥,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
483030,KIWOOM 미국블록버스터바이오테크의약품+,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
459790,KIWOOM 미국성장기업30액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0174R0,KIWOOM 미국성장다우존스,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
498270,KIWOOM 미국양자컴퓨팅,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
474800,KIWOOM 미국원유에너지기업,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0084D0,KIWOOM 미국테크100월간목표헤지액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
104520,KIWOOM 블루칩,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0194N0,KIWOOM 삼성전자선물단일종목레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
483020,KIWOOM 의료AI,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
200250,KIWOOM 인도Nifty50(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
454780,KIWOOM 종합채권(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
454180,KIWOOM 차이나내수소비TOP CSI,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
104530,KIWOOM 코리아고배당,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
496090,KIWOOM 코리아밸류업,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
