code,name,is_domestic_sector,classification_reason,product_family,coverage_provider,provider_status,expansion_lane,next_action
469790,KIWOOM 코리아테크TOP10,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
316670,KIWOOM 코스닥150,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
291630,KIWOOM 코스닥150선물레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
291620,KIWOOM 코스닥150선물인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
153270,KIWOOM 코스피100,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
122260,KIWOOM 통안채1년,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0097L0,KIWOOM 한국고배당&미국AI테크,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
069500,KODEX 200,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
226980,KODEX 200 중소형,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
337160,KODEX 200ESG,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
363580,KODEX 200IT TR,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
278530,KODEX 200TR,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
337150,KODEX 200exTOP,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
223190,KODEX 200가치저변동,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
252650,KODEX 200동일가중,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
360140,KODEX 200롱코스닥150숏선물,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
284430,KODEX 200미국채혼합,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
252670,KODEX 200선물인버스2X,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
494890,KODEX 200액티브,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
498400,KODEX 200타겟위클리커버드콜,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
0117L0,KODEX 26-12 금융채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
473290,KODEX 26-12 회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0007F0,KODEX 27-12 회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0119H0,KODEX 28-12 회사채(AA-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
305720,KODEX 2차전지산업,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
462330,KODEX 2차전지산업레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
461950,KODEX 2차전지핵심소재10,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
457690,KODEX 33-06 국고채액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
271060,KODEX 3대농산물선물(H),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
457700,KODEX 53-09 국고채액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
395160,KODEX AI반도체TOP2플러스,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
471990,KODEX AI반도체핵심장비,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
487240,KODEX AI전력핵심설비,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
481050,KODEX CD1년금리플러스액티브(합성),False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
459580,KODEX CD금리액티브(합성),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
439860,KODEX ESG종합채권(A-이상)액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
266370,KODEX IT,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
368680,KODEX K-뉴딜디지털플러스,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
423160,KODEX KOFR금리액티브(합성),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
292190,KODEX KRX300,False,broad_market,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
306950,KODEX KRX300레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
229720,KODEX KTOP30,False,no_sector_keyword,domestic_broad_market,,,future_product_family,classify_index_provider_after_family_selection
266360,KODEX K콘텐츠,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
291890,KODEX MSCI EM선물(H),False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
289040,KODEX MSCI KOREA ESG유니버설,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
156080,KODEX MSCI Korea,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
278540,KODEX MSCI Korea TR,False,no_sector_keyword,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
251350,KODEX MSCI선진국,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
269420,KODEX S&P글로벌인프라(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0193T0,KODEX SK하이닉스단일종목레버리지,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
433970,KODEX TDF2030액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
433980,KODEX TDF2040액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
434060,KODEX TDF2050액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
0082V0,KODEX TDF2060액티브 적격,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
329650,KODEX TRF3070,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
329660,KODEX TRF5050,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
329670,KODEX TRF7030,False,no_sector_keyword,asset_allocation_or_tdf,,,future_product_family,classify_index_provider_after_family_selection
395170,KODEX Top10동일가중,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
315930,KODEX Top5PlusTR,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
261220,KODEX WTI원유선물(H),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
271050,KODEX WTI원유선물인버스(H),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
468370,KODEX iShares미국인플레이션국채액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
468630,KODEX iShares미국투자등급회사채액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
468380,KODEX iShares미국하이일드액티브,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
275290,KODEX 가치주,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
117700,KODEX 건설,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
300950,KODEX 게임산업,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
266390,KODEX 경기소비재,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
279530,KODEX 고배당주,False,no_sector_keyword,domestic_factor_dividend_or_value,,,future_product_family,classify_index_provider_after_family_selection
132030,KODEX 골드선물(H),False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
280940,KODEX 골드선물인버스(H),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
138910,KODEX 구리선물(H),False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
471230,KODEX 국고채10년액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
439870,KODEX 국고채30년액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
114260,KODEX 국고채3년,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
152380,KODEX 국채선물10년,False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
176950,KODEX 국채선물10년인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
292770,KODEX 국채선물3년인버스,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
276990,KODEX 글로벌로봇(합성),False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
476070,KODEX 글로벌비만치료제TOP2 Plus,False,foreign_exposure,foreign_or_global,,,future_product_family,classify_index_provider_after_family_selection
0064K0,KODEX 금액티브,False,no_sector_keyword,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
0089D0,KODEX 금융고배당TOP10,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,True,domestic_sector_keyword,domestic_sector,fnguide,downloaded,fnguide_reference,continue_fnguide_data_pipeline
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,False,non_equity_or_derivative,fixed_income_cash_commodity_or_derivative,,,future_product_family,classify_index_provider_after_family_selection
102960,KODEX 기계장비,True,domestic_sector_keyword,domestic_sector,fnguide,not_found,fnguide_reference,resolve_fnguide_methodology_gap
404260,KODEX 기후변화솔루션,False,no_sector_keyword,domestic_group_or_theme,,,future_product_family,classify_index_provider_after_family_selection
