symbol,qty,abs_qty
A004000,7799.945348224934,7799.945348224934
A000210,7020.682320692105,7020.682320692105
A011200,6242.166412877674,6242.166412877674
A081660,5057.743380778629,5057.743380778629
A006800,3735.350874571876,3735.350874571876
A009830,3052.3598291075064,3052.3598291075064
A272210,2520.39395348941,2520.39395348941
A034230,2454.1972322358206,2454.1972322358206
A251270,1960.7268775434138,1960.7268775434138
A066970,1938.7378519091367,1938.7378519091367
A010950,1831.6702512210566,1831.6702512210566
A016360,1619.1684379746666,1619.1684379746666
A010130,-1310.1710562806313,1310.1710562806313
A036570,1110.0944870046221,1110.0944870046221
A241560,910.1289287073474,910.1289287073474
A051900,810.2114124740446,810.2114124740446
A402340,588.1175920022134,588.1175920022134
A006400,513.0291377705687,513.0291377705687
A267250,342.65903182236525,342.65903182236525
A011070,299.0168904926561,299.0168904926561
A009150,182.63226449720244,182.63226449720244
A082740,168.16769043157655,168.16769043157655
A002380,67.83193885642191,67.83193885642191
A298040,29.611195410093206,29.611195410093206
A051600,-0.34320965943202,0.34320965943202
A042660,-0.000392792492404051,0.000392792492404051
A003410,-2.1821952857957747e-85,2.1821952857957747e-85
