symbol,qty,abs_qty
A139130,-36183.26391157829,36183.26391157829
A004000,14620.870838182998,14620.870838182998
A000210,13487.245457197709,13487.245457197709
A008770,-9325.973613624185,9325.973613624185
A015760,-7080.258125051611,7080.258125051611
A047050,3058.3420519897704,3058.3420519897704
A036570,1982.7092505511923,1982.7092505511923
A204320,-1283.127238754564,1283.127238754564
A006400,808.7127068984685,808.7127068984685
A018260,394.14117210178097,394.14117210178097
A298040,47.30530387599119,47.30530387599119
A192080,-16.08885163103605,16.08885163103605
A114090,-0.000409977490996416,0.000409977490996416
A302440,-0.00020792784377829387,0.00020792784377829387
A071320,-0.0001014442347153019,0.0001014442347153019
A259960,-2.1615479911477747e-05,2.1615479911477747e-05
A047810,-1.6493201173150424e-05,1.6493201173150424e-05
A329180,-5.460406814272473e-06,5.460406814272473e-06
A326030,-1.3595858567528522e-07,1.3595858567528522e-07
A042660,-9.917615190123906e-10,9.917615190123906e-10
A064350,-3.2433682132992903e-10,3.2433682132992903e-10
A011070,-3.8481652529874584e-11,3.8481652529874584e-11
A030000,-5.926714992156825e-12,5.926714992156825e-12
A009540,-1.0070597019193795e-12,1.0070597019193795e-12
