date,monthly_returns
2020-01-31,-0.05953858896384778
2020-02-29,-0.08565686378468285
2020-03-31,0.10893973267941637
2020-04-30,0.002886077273468457
2020-05-31,0.0026838049547488474
2020-06-30,-0.04157393137211163
2020-07-31,0.29151573892341665
2020-08-31,-0.11455782312546225
2020-09-30,-0.10025146052076794
2020-10-31,-0.061041239543263015
2020-11-30,0.016024977104752702
2020-12-31,0.02764497200117222
2021-01-31,0.03441385795864993
2021-02-28,-0.02551397175445358
2021-03-31,-0.09390210464706406
2021-04-30,0.3259173219373752
2021-05-31,0.08075060202747619
2021-06-30,-0.039910130699066904
2021-07-31,0.09175238827738008
2021-08-31,0.029491304876620994
2021-09-30,-0.030236988242364427
2021-10-31,0.009572633060517033
2021-11-30,0.06441582503850518
2021-12-31,-0.07641419500332614
2022-01-31,0.0663025620007629
2022-02-28,0.0028511629054068788
2022-03-31,-0.042847748399253094
2022-04-30,0.032326266291331285
2022-05-31,0.0026946886279495263
2022-06-30,-0.050167181823509543
2022-07-31,0.04028137816910826
2022-08-31,0.08291247289256631
2022-09-30,-0.08565824543836886
2022-10-31,0.001988400540543278
2022-11-30,-0.025087142366584936
2022-12-31,0.007944766479798915
2023-01-31,-0.04674015397525855
2023-02-28,0.04945943975995637
2023-03-31,0.030787101550659557
2023-04-30,0.04936423327322248
2023-05-31,0.04917156779323917
2023-06-30,0.09730917164223807
2023-07-31,0.11783379664746474
2023-08-31,0.22377283956720073
2023-09-30,-0.06116387517297983
2023-10-31,1.4900475310719585e-05
2023-11-30,0.02747987035488797
2023-12-31,0.020604849785436752
2024-01-31,-0.008937308532640187
2024-02-29,0.12556036274571625
2024-03-31,0.1305094980100452
2024-04-30,-0.009520250751022474
2024-05-31,0.1117769167780418
2024-06-30,-0.0413727136854487
2024-07-31,-0.058290660389394344
2024-08-31,-0.10299253902110617
2024-09-30,0.09184818240295112
2024-10-31,0.11753615776232551
2024-11-30,0.07269639704953845
2024-12-31,-0.016140866199723103
2025-01-31,0.1479666367168031
2025-02-28,0.1733899261539602
2025-03-31,-0.14070688324431213
2025-04-30,0.21394016472970034
2025-05-31,0.22100202632986554
2025-06-30,0.08938770768789328
2025-07-31,-0.025695204809856764
2025-08-31,-0.02588293590556434
2025-09-30,-0.019897699464909158
2025-10-31,0.13738897674926864
2025-11-30,0.04054885000795316
2025-12-31,0.09964605934847293
2026-01-31,0.2904537159377447
2026-02-28,0.221527958568273
2026-03-31,-0.02243000655692806
2026-04-30,0.29036860099466355
2026-05-31,-0.021987947101300254
