symbol,qty,abs_qty
A000210,15726.994049318597,15726.994049318597
A139130,-5320.342363819195,5320.342363819195
A008770,-3500.127315361686,3500.127315361686
A272210,2657.5997413951463,2657.5997413951463
A015760,-1875.2410963304833,1875.2410963304833
A004370,-1050.8198366490724,1050.8198366490724
A006400,370.56535368131483,370.56535368131483
A000810,-173.7318000877031,173.7318000877031
A204320,-169.73796560292834,169.73796560292834
A000660,112.54295309674484,112.54295309674484
A377300,-13.94787713709411,13.94787713709411
A030000,-0.16883467719024736,0.16883467719024736
A010130,-0.0006728253782214144,0.0006728253782214144
A114090,-0.00011489045732523961,0.00011489045732523961
A032640,-8.479290029210843e-05,8.479290029210843e-05
A302440,-5.602580855692749e-05,5.602580855692749e-05
A021240,-3.342305634669064e-05,3.342305634669064e-05
A000880,-2.393407401463099e-05,2.393407401463099e-05
A071320,-2.159512715504009e-05,2.159512715504009e-05
A097950,-1.7530932135393154e-05,1.7530932135393154e-05
A042660,-1.3326900724901052e-05,1.3326900724901052e-05
A029780,-1.3782179351723629e-06,1.3782179351723629e-06
A036570,-8.227446576545357e-08,8.227446576545357e-08
A329180,-8.975396265322423e-09,8.975396265322423e-09
A011070,-1.0635499679633041e-11,1.0635499679633041e-11
A009420,-4.6977558943079966e-12,4.6977558943079966e-12
A009540,-4.231254002364038e-13,4.231254002364038e-13
