code,name,index_name,methodology_status,methodology_file,family,rebalance_frequency,rebalance_months,weighting_scheme,readiness,next_action,missing_data
0184V0,UNICORN K바이오액티브,FnGuide K-Bio Balanced Index,available,etfs\output\methodologies\0184V0_e6ad30e3a9d6.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
227570,TIGER 우량가치,,missing,,unknown,unknown,,unknown,blocked_missing_pdf,find_fnguide_methodology_pdf,constituent_universe|corporate_actions|krx_trading_calendar|listed_shares|methodology_pdf_missing|stock_prices
326230,RISE 내수주플러스,FnGuide Domestic Consumption Plus Index,available,etfs\output\methodologies\326230_402af620d8d2.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
368680,KODEX K-뉴딜디지털플러스,FnGuide K-NewDeal Digital Plus Index,available,etfs\output\methodologies\368680_65a4282dd972.pdf,sector_theme,semiannual,"6,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
429740,PLUS K리츠,FnGuide REITs Index,available,etfs\output\methodologies\429740_6ed4df055ccd.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|stock_prices|trading_value_liquidity
244670,KODEX 밸류Plus,FnGuide Plus Index Series,available,etfs\output\methodologies\244670_25a190c8fca5.pdf,top_n_theme,monthly,"1,2,3,4,5,6,7,8,9,10,11,12",equal_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
407300,HANARO Fn골프테마,FnGuide Golf Theme Index,available,etfs\output\methodologies\407300_0b2a6206189b.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
307510,TIGER 의료기기,FnGuide Healthcare Equipment Index,available,etfs\output\methodologies\307510_bc4f965abc8e.pdf,sector_theme,quarterly,"5,6,11,12",float_market_cap_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|month_end_business_day_calendar|stock_prices|trading_value_liquidity
266550,PLUS 중형주저변동50,FnGuide High Dividend Low Volatility 50 Index,available,etfs\output\methodologies\266550_2efaefd71409.pdf,dividend,quarterly,"5,6,11,12",equal_weighted,needs_dividend_or_custom_data,collect_dividend_and_custom_formula_inputs,constituent_universe|corporate_actions|dividend_data|free_float_ratio|futures_options_expiry_calendar|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
483020,KIWOOM 의료AI,FnGuide AI medical technology Index,available,etfs\output\methodologies\483020_99a98d15edd1.pdf,keyword_theme,quarterly,"5,6,11,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
244660,KODEX 퀄리티Plus,FnGuide Plus Index Series,available,etfs\output\methodologies\244660_25a190c8fca5.pdf,top_n_theme,monthly,"1,2,3,4,5,6,7,8,9,10,11,12",equal_weighted,needs_core_market_data,load_core_market_and_calendar_data,constituent_universe|corporate_actions|free_float_ratio|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
314700,HANARO 농업융복합산업,FnGuide Agriculture Business Industry Index,available,etfs\output\methodologies\314700_715f19bf6430.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
226380,ACE Fn성장소비주도주,FnGuide Growth and Consumption-Driven Stock Index,available,etfs\output\methodologies\226380_7e2103f24d78.pdf,equal_weight,semiannual,"6,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|fics_industry_classification|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
427120,RISE AI플랫폼,FnGuide AI Platform Index,available,etfs\output\methodologies\427120_880faa2f3829.pdf,keyword_theme,semiannual,"6,12",float_market_cap_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|market_cap|ranking_inputs|stock_prices|trading_value_liquidity
422260,VITA MZ소비액티브,FnGuide MZ Consumption Index,available,etfs\output\methodologies\422260_c15b6897fbaf.pdf,equal_weight,quarterly,"5,6,11,12",equal_weighted,needs_external_model_data,collect_theme_keyword_and_score_inputs,constituent_universe|corporate_actions|free_float_ratio|futures_options_expiry_calendar|keyword_source_documents|krx_trading_calendar|listed_shares|ranking_inputs|stock_prices
