symbol,qty,abs_qty
A004000,10106.241472512545,10106.241472512545
A000210,9944.151801030115,9944.151801030115
A139130,-5295.770004273585,5295.770004273585
A008770,-2732.5850268583204,2732.5850268583204
A015760,-1867.7418631299045,1867.7418631299045
A047050,1778.036097536355,1778.036097536355
A004370,-1028.7154678601023,1028.7154678601023
A006400,563.9524171120388,563.9524171120388
A204320,-187.47098859224775,187.47098859224775
A000810,-170.56184060157443,170.56184060157443
A192080,-8.648799289239832,8.648799289239832
A030000,-0.20430024952255366,0.20430024952255366
A114090,-0.00017604430667928633,0.00017604430667928633
A302440,-7.936373505840547e-05,7.936373505840547e-05
A021240,-4.4467608133431924e-05,4.4467608133431924e-05
A071320,-3.945552589919993e-05,3.945552589919993e-05
A005300,-1.7668351517377903e-05,1.7668351517377903e-05
A259960,-8.508211800112558e-06,8.508211800112558e-06
A047810,-4.7214529727674336e-06,4.7214529727674336e-06
A329180,-1.87888854056423e-06,1.87888854056423e-06
A036570,-1.0283117765820136e-07,1.0283117765820136e-07
A326030,-7.025732635031629e-08,7.025732635031629e-08
A042660,-4.736022256854639e-10,4.736022256854639e-10
A064350,-1.6751089279522031e-10,1.6751089279522031e-10
A011070,-1.9874419189975628e-11,1.9874419189975628e-11
A009540,-5.198049147801042e-13,5.198049147801042e-13
