date,monthly_returns
2020-01-31,-0.004044014969525334
2020-02-29,0.018719982611889563
2020-03-31,-0.14593344347483184
2020-04-30,-0.04375123271696091
2020-05-31,-0.003782859096221891
2020-06-30,-0.0849524385169349
2020-07-31,0.09502239750532948
2020-08-31,-0.03654780140750191
2020-09-30,0.01167093042728129
2020-10-31,-0.03268696033270457
2020-11-30,0.05824791149937547
2020-12-31,0.06360262704932107
2021-01-31,0.1317020413086023
2021-02-28,0.08327033751157153
2021-03-31,-0.09950836450038536
2021-04-30,0.16500183232682875
2021-05-31,0.14710337978386012
2021-06-30,0.047002393007174126
2021-07-31,0.08015849043016665
2021-08-31,0.08259360113539915
2021-09-30,0.029819657847959258
2021-10-31,-0.0813813485323569
2021-11-30,0.1792369385234147
2021-12-31,-0.15484495120357378
2022-01-31,0.07205898319617932
2022-02-28,-0.02308251806087047
2022-03-31,0.0214091817913431
2022-04-30,0.010021053963518378
2022-05-31,-0.00044057331478208894
2022-06-30,0.04489684590523724
2022-07-31,0.015559048294647715
2022-08-31,0.1277460887892794
2022-09-30,-0.08280964828917992
2022-10-31,0.1052925115730392
2022-11-30,-0.04627046009073632
2022-12-31,0.045160772978224406
2023-01-31,-0.07545275036574162
2023-02-28,0.006532060913296833
2023-03-31,-0.05208505163006061
2023-04-30,0.06395919063957001
2023-05-31,0.057305967038465466
2023-06-30,0.10317305151616374
2023-07-31,-0.05866749207520483
2023-08-31,0.30734205319929875
2023-09-30,-0.043373286008453915
2023-10-31,-0.027653711215499976
2023-11-30,0.07019244241011058
2023-12-31,0.019547763319084366
2024-01-31,-0.03203555344552511
2024-02-29,0.036600500898120725
2024-03-31,0.11598683673378729
2024-04-30,0.09795606095610943
2024-05-31,0.07845190574418592
2024-06-30,0.05903524639220992
2024-07-31,0.05463712451638214
2024-08-31,-0.009963486344162331
2024-09-30,0.052432163725187
2024-10-31,0.1403219655722594
2024-11-30,0.06474715424168198
2024-12-31,-0.020159561883544064
2025-01-31,0.198783171836719
2025-02-28,0.13441227586372806
2025-03-31,-0.0480207090707605
2025-04-30,0.14571249022235877
2025-05-31,0.1886206280265026
2025-06-30,0.078318889510117
2025-07-31,-0.04138884016837474
2025-08-31,0.017189578452487586
2025-09-30,0.06513859476334916
2025-10-31,0.21954918505089216
2025-11-30,0.05219201871054735
2025-12-31,0.021937357483974296
2026-01-31,0.25723890322145704
2026-02-28,0.03176142431479101
2026-03-31,-0.07570409176573745
2026-04-30,0.33032603234159974
2026-05-31,-0.011000597431834236
