symbol,qty,abs_qty
A004000,6813.100733349545,6813.100733349545
A000210,6634.369005415867,6634.369005415867
A030000,-2922.092183840242,2922.092183840242
A272210,2125.5069720572365,2125.5069720572365
A008770,-2087.37140698038,2087.37140698038
A051600,-1727.1960537486348,1727.1960537486348
A034230,1720.7336202317556,1720.7336202317556
A066970,1560.716722441947,1560.716722441947
A005830,-753.6524387797543,753.6524387797543
A004370,-743.3116037514451,743.3116037514451
A185750,-739.9943422834937,739.9943422834937
A005930,690.8002712645132,690.8002712645132
A030200,-596.8312782649919,596.8312782649919
A105560,-586.5980724075266,586.5980724075266
A402340,479.57573095404047,479.57573095404047
A006400,400.8610131117699,400.8610131117699
A005380,-147.50413755374606,147.50413755374606
A000660,106.34840916768582,106.34840916768582
A010130,-16.585529062259305,16.585529062259305
A377300,-14.598965495249104,14.598965495249104
A114090,-8.316428792879901e-05,8.316428792879901e-05
A032640,-6.905019795098305e-05,6.905019795098305e-05
A009420,-6.10946870051067e-05,6.10946870051067e-05
A139130,-3.3980320046341286e-05,3.3980320046341286e-05
A000880,-2.9549748358222855e-05,2.9549748358222855e-05
A021240,-2.7835556313990026e-05,2.7835556313990026e-05
A280360,-2.7579498050992607e-05,2.7579498050992607e-05
A071320,-2.5188958213965412e-05,2.5188958213965412e-05
A042660,-1.4216568681229766e-05,1.4216568681229766e-05
A011070,-5.423289710594466e-12,5.423289710594466e-12
A003410,-1.5621659818401347e-85,1.5621659818401347e-85
