symbol,qty,abs_qty
A004000,5439.899180662813,5439.899180662813
A000210,4722.475989641297,4722.475989641297
A003490,4095.434836787036,4095.434836787036
A112610,1286.4156653726195,1286.4156653726195
A047050,809.2343665309359,809.2343665309359
A036570,710.0160380986142,710.0160380986142
A267250,599.5454055044529,599.5454055044529
A006400,464.09968132213146,464.09968132213146
A000720,456.31243531401,456.31243531401
A278470,272.953665283635,272.953665283635
A018260,263.4678952252922,263.4678952252922
A161890,128.18775679741742,128.18775679741742
A010120,77.22786987385395,77.22786987385395
A298040,50.0028320468348,50.0028320468348
A012450,36.28752347773071,36.28752347773071
A015760,-0.10008704464462426,0.10008704464462426
A329180,-2.334793216399525e-05,2.334793216399525e-05
A042660,-9.509058042793489e-10,9.509058042793489e-10
