symbol,qty,abs_qty
A004000,6412.322127991805,6412.322127991805
A000210,6136.658424106322,6136.658424106322
A015760,-2541.062548334444,2541.062548334444
A004370,-1282.8144494720216,1282.8144494720216
A047050,1212.7654418826362,1212.7654418826362
A006400,683.0460696712237,683.0460696712237
A042700,109.58133920750066,109.58133920750066
A012450,50.79182510400015,50.79182510400015
A030000,-0.07928842035276773,0.07928842035276773
A114090,-0.00019499123176425215,0.00019499123176425215
A021240,-3.802022555118682e-05,3.802022555118682e-05
A071320,-3.395711505830949e-05,3.395711505830949e-05
A005300,-2.2078888123654508e-05,2.2078888123654508e-05
A259960,-6.853756845480192e-06,6.853756845480192e-06
A079550,-2.3339205204708086e-06,2.3339205204708086e-06
A329180,-9.349530390824002e-07,9.349530390824002e-07
A042660,-4.810927983964534e-10,4.810927983964534e-10
A064350,-3.160119362015891e-10,3.160119362015891e-10
