strategy_id,id,score_mode,event_mode,flow_gate,construction_mode,risk_mode,cagr,mdd,sharpe,total_return,final_equity,monthly_win_rate,monthly_bm_win_rate,avg_turnover,avg_total_count,median_total_count,p90_total_count,max_total_count,output_dir,robust_score
signal_event_rotation_sev_eps_op_sector_turn_foreign_breadth_ls02,sev_eps_op_sector_turn_foreign_breadth_ls02,eps_op,sector_turn,foreign,breadth,ls02,0.25150001088174534,-0.3657601616516811,0.9295215262024344,2.9875108545504263,325417497.2083666,0.5584415584415584,0.5454545454545454,0.2101145755168174,13.678129298486933,12.0,26.0,46,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_sector_turn_foreign_breadth_ls02_20260618_222058,1.3081872770078395
signal_event_rotation_sev_qavg_reclaim_smart_k3_ls03,sev_qavg_reclaim_smart_k3_ls03,qavg,reclaim,smart,k3,ls03,0.3159506084082555,-0.5093931237457086,1.057322946230543,4.416386531316375,895246230.2797462,0.5454545454545454,0.5064935064935064,0.25427063052056786,5.840410958904109,5.0,11.0,18,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_reclaim_smart_k3_ls03_20260618_220359,1.3068062797564541
signal_event_rotation_sev_eps_op_sector_turn_none_k3_ls05,sev_eps_op_sector_turn_none_k3_ls05,eps_op,sector_turn,none,k3,ls05,0.2775341234091604,-0.43774634367981824,1.0191825412705369,3.5005872860906244,556193333.0433605,0.6493506493506493,0.5064935064935064,0.23526908299127244,7.560461956521739,7.0,13.900000000000091,23,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_sector_turn_none_k3_ls05_20260618_222033,1.3066465567455674
signal_event_rotation_sev_blend_reclaim_smart_k2_ls05,sev_blend_reclaim_smart_k2_ls05,blend,reclaim,smart,k2,ls05,0.34281290371420803,-0.4995450875140429,1.0559163244984449,5.156951592265157,1287710209.2027597,0.5714285714285714,0.4805194805194805,0.2942951546336433,4.93278463648834,5.0,8.0,13,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_blend_reclaim_smart_k2_ls05_20260618_221408,1.3061298325596795
signal_event_rotation_sev_qavg_new_high_smart_breadth_ls03,sev_qavg_new_high_smart_breadth_ls03,qavg,new_high,smart,breadth,ls03,0.3285776292627338,-0.48726255364888515,1.0425199230877655,4.818948852055324,706690704.1872767,0.5714285714285714,0.4675324675324675,0.22904175470403434,12.130714285714285,11.0,25.0,77,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_new_high_smart_breadth_ls03_20260618_220302,1.2941070275580733
signal_event_rotation_sev_op12_new_high_none_k1_ls07,sev_op12_new_high_none_k1_ls07,op12,new_high,none,k1,ls07,0.38453848230264764,-0.507547480184433,0.9654814744770729,6.39121711402912,1029471399.0425093,0.5844155844155844,0.5194805194805194,0.2920161186133477,3.3624912526242126,3.0,6.0,8,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_op12_new_high_none_k1_ls07_20260618_220749,1.2889489664224698
signal_event_rotation_sev_qavg_sector_turn_foreign_k2_lo,sev_qavg_sector_turn_foreign_k2_lo,qavg,sector_turn,foreign,k2,lo,0.31657750151698094,-0.4903210692850761,1.0149998219770524,4.458336525930318,469526267.2841938,0.6103896103896104,0.4935064935064935,0.18705785023548666,4.652982184353214,4.0,9.0,16,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_sector_turn_foreign_k2_lo_20260618_220211,1.287998285156579
signal_event_rotation_sev_blend_accel_inst_breadth_ls07,sev_blend_accel_inst_breadth_ls07,blend,accel,inst,breadth,ls07,0.2604769931704576,-0.3912528114811126,0.9727037487030384,3.155079063347606,468215652.17084044,0.5454545454545454,0.5194805194805194,0.3110298091612924,19.573261309925726,18.0,35.0,77,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_blend_accel_inst_breadth_ls07_20260618_221138,1.2836509975825798
signal_event_rotation_sev_op12_reclaim_inst_k3_lo,sev_op12_reclaim_inst_k3_lo,op12,reclaim,inst,k3,lo,0.3063830340491658,-0.47069543484305343,0.9735286769590713,4.202701094523354,648844580.7624271,0.5714285714285714,0.5194805194805194,0.1855252228741984,4.518831667947732,4.0,9.0,17,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_op12_reclaim_inst_k3_lo_20260618_220930,1.2823154899271534
signal_event_rotation_sev_qavg_reclaim_retail_contra_breadth_ls02,sev_qavg_reclaim_retail_contra_breadth_ls02,qavg,reclaim,retail_contra,breadth,ls02,0.29231240787295354,-0.4459987449829135,1.0193694556662576,3.8583878876323654,804701334.618552,0.5714285714285714,0.4675324675324675,0.2287266378728584,13.630642954856361,12.0,26.0,75,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_reclaim_retail_contra_breadth_ls02_20260618_220437,1.2760339266205505
signal_event_rotation_sev_qavg_new_high_foreign_breadth_ls05,sev_qavg_new_high_foreign_breadth_ls05,qavg,new_high,foreign,breadth,ls05,0.3330676347933623,-0.47808176785981993,1.0001919868214961,4.929105052389543,625472421.7197378,0.5844155844155844,0.4805194805194805,0.2584622746249639,10.95021645021645,9.0,23.0,54,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_new_high_foreign_breadth_ls05_20260618_220312,1.271081765618278
signal_event_rotation_sev_blend_sector_turn_smart_k3_ls03,sev_blend_sector_turn_smart_k3_ls03,blend,sector_turn,smart,k3,ls03,0.21299660442140667,-0.2950301191765856,0.8763477044483868,2.289458496644001,361712600.0685291,0.5974025974025974,0.5194805194805194,0.2403886799085304,7.048398091342877,6.0,13.0,22,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_blend_sector_turn_smart_k3_ls03_20260618_221213,1.2536975391965945
signal_event_rotation_sev_op12_reclaim_foreign_k1_ls03,sev_op12_reclaim_foreign_k1_ls03,op12,reclaim,foreign,k1,ls03,0.39903445919244973,-0.541165238418299,1.0298520523446726,6.9273928995152545,1169225505.5359426,0.5714285714285714,0.42857142857142855,0.2582235814161075,3.430927835051546,3.0,5.0,8,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_op12_reclaim_foreign_k1_ls03_20260618_220911,1.251736806336225
signal_event_rotation_sev_qavg_cross_up_retail_contra_k3_ls02,sev_qavg_cross_up_retail_contra_k3_ls02,qavg,cross_up,retail_contra,k3,ls02,0.3167187140707306,-0.5441669449315953,1.0453350424465755,4.501603748460122,624097970.3226916,0.5844155844155844,0.4935064935064935,0.24497605450043253,7.19382964453387,7.0,12.0,20,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_cross_up_retail_contra_k3_ls02_20260618_220034,1.250149291467096
signal_event_rotation_sev_qavg_new_high_inst_k3_ls05,sev_qavg_new_high_inst_k3_ls05,qavg,new_high,inst,k3,ls05,0.28232155374738643,-0.44382677050545694,0.9013909634121925,3.699573662807291,492453913.0389521,0.5454545454545454,0.5714285714285714,0.25978234408051765,4.339155749636099,4.0,8.0,13,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_qavg_new_high_inst_k3_ls05_20260618_220322,1.246368732062564
signal_event_rotation_sev_blend_cross_up_none_breadth_lo,sev_blend_cross_up_none_breadth_lo,blend,cross_up,none,breadth,lo,0.2551754237704176,-0.4575383817816918,0.9637015900156934,3.107767170861349,416038656.32985944,0.6233766233766234,0.5194805194805194,0.16279694622954635,18.255972696245735,13.0,40.0,85,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_blend_cross_up_none_breadth_lo_20260618_220957,1.240119914927552
signal_event_rotation_sev_accel_new_high_smart_breadth_lo,sev_accel_new_high_smart_breadth_lo,accel,new_high,smart,breadth,lo,0.22070130136948274,-0.40676410323050427,0.970895326236673,2.423221765330388,345195248.041147,0.42857142857142855,0.4805194805194805,0.10979272976029388,3.617424242424242,3.0,8.0,19,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_accel_new_high_smart_breadth_lo_20260618_221721,1.2379038224550585
signal_event_rotation_sev_eps_op_new_high_smart_k1_ls05,sev_eps_op_new_high_smart_k1_ls05,eps_op,new_high,smart,k1,ls05,0.3434180072392552,-0.5032967516541167,0.9589140977827151,5.147419082267363,941750070.9831214,0.5844155844155844,0.5064935064935064,0.283700983750087,3.0203340595497457,3.0,5.0,7,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_new_high_smart_k1_ls05_20260618_222135,1.234603613923838
signal_event_rotation_sev_eps_op_accel_retail_contra_k1_ls07,sev_eps_op_accel_retail_contra_k1_ls07,eps_op,accel,retail_contra,k1,ls07,0.3596981546040863,-0.5074430413586518,0.9532936751658283,5.606849844791355,902385070.0137227,0.5194805194805194,0.4935064935064935,0.3022355177004414,3.5268667131891136,4.0,5.0,9,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_accel_retail_contra_k1_ls07_20260618_222015,1.223496402492646
signal_event_rotation_sev_eps_op_sector_turn_none_breadth_ls07,sev_eps_op_sector_turn_none_breadth_ls07,eps_op,sector_turn,none,breadth,ls07,0.229296365128,-0.44496108766378284,0.9529881705228357,2.548398054891428,369872269.3184018,0.6493506493506493,0.5454545454545454,0.2630298339818701,23.648777173913043,23.0,43.0,74,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_sector_turn_none_breadth_ls07_20260618_222035,1.217020534946131
signal_event_rotation_sev_eps_op_reclaim_retail_contra_k2_ls05,sev_eps_op_reclaim_retail_contra_k2_ls05,eps_op,reclaim,retail_contra,k2,ls05,0.29142399907356387,-0.4736113347688038,0.9509738326357947,3.8185222521238247,747175002.8000144,0.5584415584415584,0.5194805194805194,0.2900312037397823,4.450138504155125,4.0,8.0,13,/Users/bkchoi/shquants/results/backtests/signal_event_rotation_sev_eps_op_reclaim_retail_contra_k2_ls05_20260618_222308,1.2157592154861288
