date,returns
2020-01-02,-0.017321769925212727
2020-01-03,0.009999254816450698
2020-01-06,-0.11661928940315947
2020-01-07,0.00789128992051058
2020-01-08,0.011248977233401236
2020-01-09,0.022170926523970014
2020-01-10,0.02092806171337247
2020-01-13,0.05547134983579283
2020-01-14,-0.01537443764073243
2020-01-15,-0.015711401699247673
2020-01-16,0.012622850130204366
2020-01-17,0.004172041077049826
2020-01-20,-0.012909538047748303
2020-01-21,-0.0030990871850266055
2020-01-22,0.019778702338748122
2020-01-23,0.02224629685897961
2020-01-28,0.000637280091021486
2020-01-29,0.015867999399291843
2020-01-30,-0.00932021697340557
2020-01-31,-0.01371106043038639
2020-02-03,-0.0012042218555110562
2020-02-04,0.02546337338996718
2020-02-05,-0.017659254505883237
2020-02-06,0.013713370152226512
2020-02-07,-0.018093666127143693
2020-02-10,-0.0012679043128207557
2020-02-11,0.014123342882406797
2020-02-12,0.018572645054090176
2020-02-13,0.00885588611392274
2020-02-14,0.0030689836092820943
2020-02-17,-0.0013832858405475879
2020-02-18,-0.0016393199989344076
2020-02-19,0.02695219102871027
2020-02-20,0.0005874488587565008
2020-02-21,-0.013137721787739864
2020-02-24,-0.022323688891358717
2020-02-25,0.0008943890189851977
2020-02-26,0.009152799566388703
2020-02-27,-0.020042093902440605
2020-02-28,-0.007697426531812268
2020-03-02,0.02697959752118617
2020-03-03,-0.009278115001226772
2020-03-04,0.016310700616283258
2020-03-05,0.010780505461584156
2020-03-06,0.0012862116825755887
2020-03-09,-0.03683628320399723
2020-03-10,0.02629811749043154
2020-03-11,-0.023655805732964108
2020-03-12,-0.009235701311087974
2020-03-13,-0.002694581225536452
2020-03-16,-0.023099549705551392
2020-03-17,0.026183838078471355
2020-03-18,-0.004477700760861958
2020-03-19,-0.033021538470045964
2020-03-20,0.04747916671490815
2020-03-23,0.07223602570697918
2020-03-24,0.010298711259705051
2020-03-25,-0.040676639015106764
2020-03-26,-0.010393814572869586
2020-03-27,0.010515465690596137
2020-03-30,0.012607248711977936
2020-03-31,0.11669422855914457
2020-04-01,-0.07750128533351908
2020-04-02,-0.012515903241832826
2020-04-03,0.003484717224336631
2020-04-06,0.05041370106940812
2020-04-07,0.0015566415806926859
2020-04-08,-0.0040061114044105395
2020-04-09,0.005861990292273411
2020-04-10,0.02739534388978404
2020-04-13,-0.0048380491012882665
2020-04-14,0.004483909609756642
2020-04-16,0.006004981341851012
2020-04-17,-0.0021738381406978258
2020-04-20,0.009550955390053462
2020-04-21,0.003859142081985345
2020-04-22,0.0022731558904394156
2020-04-23,0.018386229134512044
2020-04-24,-0.0162179349179693
2020-04-27,-0.008515161432457674
2020-04-28,-0.0009106495127572112
2020-04-29,-0.034576158103774346
2020-05-04,-0.010556837268917207
2020-05-06,0.008646485038417806
2020-05-07,-0.0021671436213078765
2020-05-08,0.016022732024742137
2020-05-11,-0.008048445276817584
2020-05-12,0.016484912861634227
2020-05-13,0.01289136789405565
2020-05-14,0.012725295160696426
2020-05-15,-0.0004135753576257617
2020-05-18,-0.00859923942721419
2020-05-19,-0.032294184258274905
2020-05-20,0.01509226956217824
2020-05-21,-0.0059613778251258465
2020-05-22,0.007260351130649045
2020-05-25,0.027782986842680657
2020-05-26,-0.0385452327951884
2020-05-27,-0.021348609884827452
2020-05-28,0.02887213539589628
2020-05-29,-0.01618156783691138
2020-06-01,-0.005447747521070245
2020-06-02,0.03306594036476529
2020-06-03,0.031124487229996056
2020-06-04,-0.018114407517127673
2020-06-05,0.00403064815174381
2020-06-08,-0.06024605383643589
2020-06-09,0.010015947728146957
2020-06-10,0.00991433979257006
2020-06-11,0.002544405455680021
2020-06-12,0.0009632423222734054
2020-06-15,-0.0054496633621937685
2020-06-16,0.06737807670705331
2020-06-17,-0.006732289479963849
2020-06-18,-0.018039150140188087
2020-06-19,-0.010546124395965362
2020-06-22,0.0026465492341256613
2020-06-23,0.004506959301641578
2020-06-24,-0.0006991309961389414
2020-06-25,-0.032954523936538194
2020-06-26,0.025441171562731846
2020-06-29,-0.06457460080049815
2020-06-30,-0.0014626594195901177
2020-07-01,0.0435639167643711
2020-07-02,0.04249177616105215
2020-07-03,0.012577967070420915
2020-07-06,0.030114499456174615
2020-07-07,0.010784781261517384
2020-07-08,0.005658797155188244
2020-07-09,0.037983907214935275
2020-07-10,0.001241915340687072
2020-07-13,-0.011770512299537739
2020-07-14,0.013456844258866063
2020-07-15,-0.017714635473383034
2020-07-16,-0.027019040381152437
2020-07-17,-0.0015516256185567068
2020-07-20,0.004464655009098539
2020-07-21,0.09951070714048904
2020-07-22,0.021672965857762794
2020-07-23,-0.01769524690811508
2020-07-24,-0.022115293090400834
2020-07-27,0.013237326003019856
2020-07-28,0.0101600732750593
2020-07-29,0.011760672976111941
2020-07-30,0.015925608583293727
2020-07-31,0.0034852698638956348
2020-08-03,0.0008224322512730975
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,0.0
2020-08-07,0.0
2020-08-10,0.028769395752355376
2020-08-11,-0.00962224068655504
2020-08-12,-0.04138210334217307
2020-08-13,-0.017810432136677545
2020-08-14,-0.03924263692829988
2020-08-18,-0.030772941424436095
2020-08-19,0.024101771713243902
2020-08-20,-0.023760922027353693
2020-08-21,0.004936291371574475
2020-08-24,0.0370081633654753
2020-08-25,0.009224667379725604
2020-08-26,-0.014950204759908048
2020-08-27,-0.025276396092463793
2020-08-28,0.009391172121190339
2020-08-31,-0.028118650461786188
2020-09-01,-0.018209312429910307
2020-09-02,-0.0028833240399430693
2020-09-03,-0.009517420048550052
2020-09-04,-0.01056551318545651
2020-09-07,0.008774672122148885
2020-09-08,-0.006989765773025125
2020-09-09,0.0176540481994667
2020-09-10,0.011662841074702168
2020-09-11,-0.01681787390266254
2020-09-14,0.029978275764575013
2020-09-15,0.0008031608985057392
2020-09-16,-0.012337970966704859
2020-09-17,0.015733673095669864
2020-09-18,0.0010199136463744374
2020-09-21,-0.009376816216721928
2020-09-22,-0.020852042484032052
2020-09-23,0.02089188134880393
2020-09-24,-0.014561766165642864
2020-09-25,-0.013061888422530088
2020-09-28,0.01306804432129649
2020-09-29,-0.00128755599337127
2020-10-05,0.011039581423416323
2020-10-06,0.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-12,-0.0032445713163216094
2020-10-13,-0.017299132413639007
2020-10-14,-0.0066741281398634555
2020-10-15,-0.0011842675974220729
2020-10-16,-0.023645593163571732
2020-10-19,0.01025375146988905
2020-10-20,-0.0014880586840578802
2020-10-21,0.0041929743924433716
2020-10-22,0.007398669047799622
2020-10-23,0.004399353376448145
2020-10-26,-0.013481649920038863
2020-10-27,0.007435181737543095
2020-10-28,0.007062234510092358
2020-10-29,-0.011881781289372118
2020-10-30,-0.01804764383204638
2020-11-02,0.008520446789365144
2020-11-03,0.032136548153261835
2020-11-04,-0.02067206515498221
2020-11-05,0.01295651293825184
2020-11-06,0.016809665763834136
2020-11-09,0.006893033534397519
2020-11-10,0.015648987121724467
2020-11-11,-0.049391127761776676
2020-11-12,-0.00481161244909023
2020-11-13,-0.013480455105183586
2020-11-16,0.016953283538497566
2020-11-17,0.030786284402908537
2020-11-18,0.002228253437160488
2020-11-19,0.010875023512779247
2020-11-20,-0.013222057441313106
2020-11-23,-0.08132362838847551
2020-11-24,-0.01752675943336124
2020-11-25,-0.021416025644890424
2020-11-26,-0.0022503642874839302
2020-11-27,0.01796537664897091
2020-11-30,0.09930356392836526
2020-12-01,-0.0024591836689885627
2020-12-02,-0.02022970425530657
2020-12-03,-0.0005857732054734832
2020-12-04,-0.0035718924981013034
2020-12-07,0.027543506288776776
2020-12-08,-0.006707486010951946
2020-12-09,0.020862962936730067
2020-12-10,-0.010957074119928634
2020-12-11,0.0019870834978406027
2020-12-14,-0.017108365625383648
2020-12-15,0.003491383335179732
2020-12-16,0.02196789732800397
2020-12-17,0.007332459219615561
2020-12-18,-0.005868784821428941
2020-12-21,-0.0029123187196208322
2020-12-22,-0.01431430067897066
2020-12-23,0.014950529248983546
2020-12-24,0.01499092139989866
2020-12-28,0.007843984890848477
2020-12-29,-0.003511193012353142
2020-12-30,0.017940808377683526
2021-01-04,0.01871915430367488
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,0.0
2021-01-08,0.0
2021-01-11,-0.03724381580645486
2021-01-12,-0.010379890777084677
2021-01-13,0.006904064748554317
2021-01-14,0.0061511782044532115
2021-01-15,-0.01135475440786915
2021-01-18,-0.0039049931840590135
2021-01-19,0.016259625773880737
2021-01-20,0.012866244524477821
2021-01-21,0.0404593294261153
2021-01-22,0.027856983001763203
2021-01-25,0.0018681532228346232
2021-01-26,0.004196191799424209
2021-01-27,-0.016170170007468676
2021-01-28,-0.014296001960393379
2021-01-29,-0.0054042183619442685
2021-02-01,-0.020335559939463566
2021-02-02,0.005622345802156259
2021-02-03,0.013630638862503153
2021-02-04,-0.0023085718849014114
2021-02-05,0.004323006469077351
2021-02-08,0.0540557587655377
2021-02-09,-0.0149877178389346
2021-02-10,-0.007388952254607228
2021-02-15,-0.06136497047481204
2021-02-16,0.001677998915057488
2021-02-17,-0.008918957140637174
2021-02-18,-0.007320177471653588
2021-02-19,0.00442372086844478
2021-02-22,-0.020550629829738765
2021-02-23,0.02429231018414968
2021-02-24,0.011520395792921967
2021-02-25,-0.0024647253498801813
2021-02-26,0.004755188405058952
2021-03-02,0.1321840068254616
2021-03-03,0.021916959678313752
2021-03-04,0.00824594011187152
2021-03-05,0.015760685614216507
2021-03-08,-0.31524862567551915
2021-03-09,-0.0034003353887614995
2021-03-10,0.0012644817944944542
2021-03-11,-0.009686663693894038
2021-03-12,-0.002770957119229811
2021-03-15,0.050268852554773646
2021-03-16,-0.01295194761416385
2021-03-17,-0.05780588386623686
2021-03-18,-0.029494398024188406
2021-03-19,0.004253348435053539
2021-03-22,-0.024929571368080272
2021-03-23,0.006419266635431242
2021-03-24,-0.009874141805757852
2021-03-25,0.006823790481914616
2021-03-26,-0.006890204223517937
2021-03-29,0.11369520634843333
2021-03-30,0.013483040998160112
2021-03-31,-0.0007459686324552406
2021-04-01,-0.0013082848737534514
2021-04-02,-0.0015404139519118454
2021-04-05,0.29439387968668584
2021-04-06,0.0035968100384231594
2021-04-07,0.015621051353288395
2021-04-08,0.011968599395069113
2021-04-09,-0.011680392224934333
2021-04-12,0.006727219925484418
2021-04-13,-0.007688367690116382
2021-04-14,0.004801304661628425
2021-04-15,0.0039308253447551955
2021-04-16,-0.004355556671323146
2021-04-19,-0.006054258340082108
2021-04-20,0.0018109250895075313
2021-04-21,0.005942798243682823
2021-04-22,0.02808996844898548
2021-04-23,0.017332538578662904
2021-04-26,0.005461540739101878
2021-04-27,0.00555493739288071
2021-04-28,-0.0053870103901810795
2021-04-29,0.009434332079033325
2021-04-30,-0.022477704432769308
2021-05-03,-0.002782265353564073
2021-05-04,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-10,0.030632009874212773
2021-05-11,0.02135862693550039
2021-05-12,0.001106805397574906
2021-05-13,-0.018095156558077696
2021-05-14,0.01301357939246972
2021-05-17,-0.004967996742056391
2021-05-18,0.008762455644065748
2021-05-20,0.015085089504489835
2021-05-21,-0.02361114263148023
2021-05-24,0.021091209549235934
2021-05-25,0.010123429010617357
2021-05-26,0.011672680321427098
2021-05-27,0.01610796773084444
2021-05-28,-0.017167924032736148
2021-05-31,0.000692837068992258
2021-06-01,-0.017252413033019387
2021-06-02,0.01382466261928128
2021-06-03,-0.012348809959211726
2021-06-04,-0.002426333753448362
2021-06-07,0.004081514069525838
2021-06-08,-0.011497407565819961
2021-06-09,0.005943722942802099
2021-06-10,0.00017985274168585974
2021-06-11,0.0023876907609265974
2021-06-14,-0.041621622817017534
2021-06-15,-0.012070822304716455
2021-06-16,0.005948662882237166
2021-06-17,0.01003143133571549
2021-06-18,-0.010049480990261705
2021-06-21,-0.01590405174540177
2021-06-22,0.015523015684354435
2021-06-23,0.026015847032885064
2021-06-24,-0.014236486402634974
2021-06-25,0.0017533773467681701
2021-06-28,-0.000566083138008433
2021-06-29,0.009442729468608801
2021-06-30,0.004349438623333812
2021-07-01,0.016069587858715817
2021-07-02,-0.006516865707948849
2021-07-05,0.023189852315914417
2021-07-06,-0.0029398438628599477
2021-07-07,0.006189118008551819
2021-07-08,-0.010664024577522357
2021-07-09,0.009061911152123514
2021-07-12,0.00011095963821916577
2021-07-13,0.02693187634618721
2021-07-14,0.00289791589881383
2021-07-15,0.037074893245240714
2021-07-16,-0.05548077103022586
2021-07-19,-0.025906173342044037
2021-07-20,0.004458915707318489
2021-07-21,-0.012391959227781024
2021-07-22,0.03214798010818343
2021-07-23,-0.0025015443999064635
2021-07-26,-0.014319444973670215
2021-07-27,-7.189089747783317e-05
2021-07-28,-0.00335404408726947
2021-07-29,0.02762638734409162
2021-07-30,0.003249379419958842
2021-08-02,-0.0008028002251069255
2021-08-03,0.0
2021-08-04,0.0
2021-08-05,0.0
2021-08-06,0.0
2021-08-09,0.009166947138602
2021-08-10,0.008250162514924053
2021-08-11,-0.013789980613090669
2021-08-12,0.0028146255859129443
2021-08-13,0.007649102244571049
2021-08-17,-0.011501047366934691
2021-08-18,0.014459366397487017
2021-08-19,-0.021026063037003162
2021-08-20,-0.009279884057504573
2021-08-23,0.016467237851281347
2021-08-24,0.028980466484206824
2021-08-25,0.00799579879930934
2021-08-26,-0.0010126331974374958
2021-08-27,-0.0012945925796287172
2021-08-30,-0.0007149804654432712
2021-08-31,-0.001731670971622079
2021-09-01,-0.008563751985212531
2021-09-02,0.010206272621412271
2021-09-03,-0.01891743811945823
2021-09-06,-0.08793634562702635
2021-09-07,0.012213872448908036
2021-09-08,-0.014317039161487966
2021-09-09,-0.011279301086621007
2021-09-10,0.011036915530098002
2021-09-13,-0.06208664286579024
2021-09-14,0.009315395785939762
2021-09-15,-0.0007278081757933208
2021-09-16,0.013055388353006236
2021-09-17,-0.011412240008855101
2021-09-23,0.009295394553349379
2021-09-24,0.016635563374907125
