year,base qavg k2,base qavg k2_excess_vs_bm,self-denom qavg k2,self-denom qavg k2_excess_vs_bm,base qavg k1 compact,base qavg k1 compact_excess_vs_bm,ex10pct qavg k2 flow,ex10pct qavg k2 flow_excess_vs_bm,KOSPI200
2020,1.4268409808419693,1.0860798305061674,0.42610271691416135,0.08534156657835945,1.3753013104585627,1.0345401601227608,0.725064268892992,0.3843031185571901,0.3407611503358019
2021,0.2671886775422454,0.2546016601516108,0.40336934480733344,0.3907823274166988,0.4131017149693801,0.40051469757874547,0.3924682713259209,0.37988125393528627,0.012587017390634614
2022,0.38267309557288187,0.6441967263093303,0.3538530000146587,0.6153766307511072,0.4483254003956274,0.7098490311320759,0.21323214574653027,0.47475577648297873,-0.26152363073644846
2023,0.2951371554967477,0.06535357597081504,0.20802395037805343,-0.02175962914787921,0.22453854707098087,-0.005245032454951781,0.1947787339007816,-0.03500484562515105,0.22978357952593265
2024,1.3401223960687698,1.4523322343324083,1.0757377830640613,1.1879476213276998,1.3534093210137232,1.4656191592773617,0.753338221958668,0.8655480602223066,-0.11220983826363862
2025,2.1645920436570996,1.2579153083981516,1.6841509807666055,0.7774742455076575,2.0634533674399784,1.1567766321810304,1.513766082322554,0.6070893470636061,0.906676735258948
2026,0.5570983339160351,-0.4420435519547834,0.7042899917561634,-0.2948518941146552,0.3401647200004223,-0.6589771658703962,0.633156380110117,-0.36598550576070155,0.9991418858708185
