symbol,qty,abs_qty
A000210,3813.4747535084744,3813.4747535084744
A011170,3094.5446025490214,3094.5446025490214
A003490,3013.07783136168,3013.07783136168
A047040,2754.835107232347,2754.835107232347
A005940,2391.2157357836923,2391.2157357836923
A009830,1742.9736217937927,1742.9736217937927
A006800,1391.4698316807505,1391.4698316807505
A034220,1352.7624420331224,1352.7624420331224
A272210,1157.188686278072,1157.188686278072
A112610,1012.0404359957026,1012.0404359957026
A036570,622.5520979231795,622.5520979231795
A000720,479.39136552187244,479.39136552187244
A259960,467.88076924661294,467.88076924661294
A267250,379.2283039643761,379.2283039643761
A006400,296.5999165454662,296.5999165454662
A009150,224.17010785017203,224.17010785017203
A443060,216.56496912912078,216.56496912912078
A278470,211.73351233452107,211.73351233452107
A079550,125.29492130982231,125.29492130982231
A161890,86.42955684064685,86.42955684064685
A010120,66.9507724527272,66.9507724527272
A298040,38.61765789242837,38.61765789242837
A015760,-0.11382053555590232,0.11382053555590232
A042660,-0.00010970316886187159,0.00010970316886187159
A329180,-7.712324076989037e-08,7.712324076989037e-08
