strategy_id,score_mode,event_mode,flow_gate,construction_mode,cagr,mdd,sharpe,beats_rrg,total_return,final_equity,monthly_win_rate,monthly_bm_win_rate,avg_turnover,avg_total_count,median_total_count,p90_total_count,max_total_count
rrgi_qavg_price_turn_smart_qavg_x120,qavg,price_turn,smart,qavg_x120,0.10759439923298642,-0.18688333151807612,0.8020127722116487,False,0.8786998981563563,187869989.81563562,0.5454545454545454,0.4935064935064935,0.1124092977249241,4.56408345752608,4.0,9.0,26
rrgi_op12_price_turn_smart_qavg_x120,op12,price_turn,smart,qavg_x120,0.10759439923298642,-0.18688333151807612,0.8020127722116487,False,0.8786998981563563,187869989.81563562,0.5454545454545454,0.4935064935064935,0.1124092977249241,4.56408345752608,4.0,9.0,26
rrgi_blend_price_turn_smart_qavg_x120,blend,price_turn,smart,qavg_x120,0.10759439923298642,-0.18688333151807612,0.8020127722116487,False,0.8786998981563563,187869989.81563562,0.5454545454545454,0.4935064935064935,0.1124092977249241,4.56408345752608,4.0,9.0,26
rrgi_accel_price_turn_smart_qavg_x120,accel,price_turn,smart,qavg_x120,0.10759439923298642,-0.18688333151807612,0.8020127722116487,False,0.8786998981563563,187869989.81563562,0.5454545454545454,0.4935064935064935,0.1124092977249241,4.56408345752608,4.0,9.0,26
rrgi_eps_op_price_turn_smart_qavg_x120,eps_op,price_turn,smart,qavg_x120,0.10759439923298642,-0.18688333151807612,0.8020127722116487,False,0.8786998981563563,187869989.81563562,0.5454545454545454,0.4935064935064935,0.1124092977249241,4.56408345752608,4.0,9.0,26
rrgi_qavg_price_turn_inst_qavg_x115,qavg,price_turn,inst,qavg_x115,0.10111614446938999,-0.20881280885172793,0.7985080651460748,False,0.8119114711178237,181191147.11178237,0.5584415584415584,0.4935064935064935,0.10397579435895228,4.431970260223048,4.0,9.0,18
rrgi_op12_price_turn_inst_qavg_x115,op12,price_turn,inst,qavg_x115,0.10111614446938999,-0.20881280885172793,0.7985080651460748,False,0.8119114711178237,181191147.11178237,0.5584415584415584,0.4935064935064935,0.10397579435895228,4.431970260223048,4.0,9.0,18
rrgi_blend_price_turn_inst_qavg_x115,blend,price_turn,inst,qavg_x115,0.10111614446938999,-0.20881280885172793,0.7985080651460748,False,0.8119114711178237,181191147.11178237,0.5584415584415584,0.4935064935064935,0.10397579435895228,4.431970260223048,4.0,9.0,18
rrgi_accel_price_turn_inst_qavg_x115,accel,price_turn,inst,qavg_x115,0.10111614446938999,-0.20881280885172793,0.7985080651460748,False,0.8119114711178237,181191147.11178237,0.5584415584415584,0.4935064935064935,0.10397579435895228,4.431970260223048,4.0,9.0,18
rrgi_eps_op_price_turn_inst_qavg_x115,eps_op,price_turn,inst,qavg_x115,0.10111614446938999,-0.20881280885172793,0.7985080651460748,False,0.8119114711178237,181191147.11178237,0.5584415584415584,0.4935064935064935,0.10397579435895228,4.431970260223048,4.0,9.0,18
rrgi_qavg_price_turn_retail_contra_qavg_x135,qavg,price_turn,retail_contra,qavg_x135,0.1186803438005668,-0.20912155576496105,0.7977463042888857,False,0.9977769082970458,199777690.82970458,0.5584415584415584,0.4935064935064935,0.1256744525483509,4.588805970149254,4.0,9.0,25
rrgi_op12_price_turn_retail_contra_qavg_x135,op12,price_turn,retail_contra,qavg_x135,0.1186803438005668,-0.20912155576496105,0.7977463042888857,False,0.9977769082970458,199777690.82970458,0.5584415584415584,0.4935064935064935,0.1256744525483509,4.588805970149254,4.0,9.0,25
rrgi_blend_price_turn_retail_contra_qavg_x135,blend,price_turn,retail_contra,qavg_x135,0.1186803438005668,-0.20912155576496105,0.7977463042888857,False,0.9977769082970458,199777690.82970458,0.5584415584415584,0.4935064935064935,0.1256744525483509,4.588805970149254,4.0,9.0,25
rrgi_accel_price_turn_retail_contra_qavg_x135,accel,price_turn,retail_contra,qavg_x135,0.1186803438005668,-0.20912155576496105,0.7977463042888857,False,0.9977769082970458,199777690.82970458,0.5584415584415584,0.4935064935064935,0.1256744525483509,4.588805970149254,4.0,9.0,25
rrgi_eps_op_price_turn_retail_contra_qavg_x135,eps_op,price_turn,retail_contra,qavg_x135,0.1186803438005668,-0.20912155576496105,0.7977463042888857,False,0.9977769082970458,199777690.82970458,0.5584415584415584,0.4935064935064935,0.1256744525483509,4.588805970149254,4.0,9.0,25
rrgi_qavg_reclaim_none_op12_x110,qavg,reclaim,none,op12_x110,0.054598218028911294,-0.11507039077397418,0.7965173871368025,False,0.38823072772493505,138823072.7724935,0.5584415584415584,0.4675324675324675,0.049711606182974544,2.394910461828464,2.0,5.0,13
rrgi_op12_reclaim_none_op12_x110,op12,reclaim,none,op12_x110,0.054598218028911294,-0.11507039077397418,0.7965173871368025,False,0.38823072772493505,138823072.7724935,0.5584415584415584,0.4675324675324675,0.049711606182974544,2.394910461828464,2.0,5.0,13
rrgi_blend_reclaim_none_op12_x110,blend,reclaim,none,op12_x110,0.054598218028911294,-0.11507039077397418,0.7965173871368025,False,0.38823072772493505,138823072.7724935,0.5584415584415584,0.4675324675324675,0.049711606182974544,2.394910461828464,2.0,5.0,13
rrgi_accel_reclaim_none_op12_x110,accel,reclaim,none,op12_x110,0.054598218028911294,-0.11507039077397418,0.7965173871368025,False,0.38823072772493505,138823072.7724935,0.5584415584415584,0.4675324675324675,0.049711606182974544,2.394910461828464,2.0,5.0,13
rrgi_eps_op_reclaim_none_op12_x110,eps_op,reclaim,none,op12_x110,0.054598218028911294,-0.11507039077397418,0.7965173871368025,False,0.38823072772493505,138823072.7724935,0.5584415584415584,0.4675324675324675,0.049711606182974544,2.394910461828464,2.0,5.0,13
rrgi_qavg_reclaim_none_op12_x105,qavg,reclaim,none,op12_x105,0.05217922071901793,-0.11009230089134647,0.7964186530378189,False,0.3686979041811105,136869790.41811106,0.5584415584415584,0.4675324675324675,0.04745527653075305,2.394910461828464,2.0,5.0,13
rrgi_op12_reclaim_none_op12_x105,op12,reclaim,none,op12_x105,0.05217922071901793,-0.11009230089134647,0.7964186530378189,False,0.3686979041811105,136869790.41811106,0.5584415584415584,0.4675324675324675,0.04745527653075305,2.394910461828464,2.0,5.0,13
rrgi_blend_reclaim_none_op12_x105,blend,reclaim,none,op12_x105,0.05217922071901793,-0.11009230089134647,0.7964186530378189,False,0.3686979041811105,136869790.41811106,0.5584415584415584,0.4675324675324675,0.04745527653075305,2.394910461828464,2.0,5.0,13
rrgi_accel_reclaim_none_op12_x105,accel,reclaim,none,op12_x105,0.05217922071901793,-0.11009230089134647,0.7964186530378189,False,0.3686979041811105,136869790.41811106,0.5584415584415584,0.4675324675324675,0.04745527653075305,2.394910461828464,2.0,5.0,13
rrgi_eps_op_reclaim_none_op12_x105,eps_op,reclaim,none,op12_x105,0.05217922071901793,-0.11009230089134647,0.7964186530378189,False,0.3686979041811105,136869790.41811106,0.5584415584415584,0.4675324675324675,0.04745527653075305,2.394910461828464,2.0,5.0,13
rrgi_qavg_reclaim_none_op12_x100,qavg,reclaim,none,op12_x100,0.04975405107607278,-0.10509074511006933,0.7963185788634282,False,0.3493469437703076,134934694.37703076,0.5584415584415584,0.4675324675324675,0.04519866288792095,2.394910461828464,2.0,5.0,13
rrgi_op12_reclaim_none_op12_x100,op12,reclaim,none,op12_x100,0.04975405107607278,-0.10509074511006933,0.7963185788634282,False,0.3493469437703076,134934694.37703076,0.5584415584415584,0.4675324675324675,0.04519866288792095,2.394910461828464,2.0,5.0,13
rrgi_blend_reclaim_none_op12_x100,blend,reclaim,none,op12_x100,0.04975405107607278,-0.10509074511006933,0.7963185788634282,False,0.3493469437703076,134934694.37703076,0.5584415584415584,0.4675324675324675,0.04519866288792095,2.394910461828464,2.0,5.0,13
rrgi_accel_reclaim_none_op12_x100,accel,reclaim,none,op12_x100,0.04975405107607278,-0.10509074511006933,0.7963185788634282,False,0.3493469437703076,134934694.37703076,0.5584415584415584,0.4675324675324675,0.04519866288792095,2.394910461828464,2.0,5.0,13
rrgi_eps_op_reclaim_none_op12_x100,eps_op,reclaim,none,op12_x100,0.04975405107607278,-0.10509074511006933,0.7963185788634282,False,0.3493469437703076,134934694.37703076,0.5584415584415584,0.4675324675324675,0.04519866288792095,2.394910461828464,2.0,5.0,13
rrgi_qavg_price_turn_smart_qavg_x125,qavg,price_turn,smart,qavg_x125,0.1100076067221849,-0.19460161569172496,0.7930945091149275,False,0.9041007340235143,190410073.40235144,0.5454545454545454,0.4935064935064935,0.11686825309587702,4.56408345752608,4.0,9.0,26
rrgi_op12_price_turn_smart_qavg_x125,op12,price_turn,smart,qavg_x125,0.1100076067221849,-0.19460161569172496,0.7930945091149275,False,0.9041007340235143,190410073.40235144,0.5454545454545454,0.4935064935064935,0.11686825309587702,4.56408345752608,4.0,9.0,26
rrgi_blend_price_turn_smart_qavg_x125,blend,price_turn,smart,qavg_x125,0.1100076067221849,-0.19460161569172496,0.7930945091149275,False,0.9041007340235143,190410073.40235144,0.5454545454545454,0.4935064935064935,0.11686825309587702,4.56408345752608,4.0,9.0,26
rrgi_accel_price_turn_smart_qavg_x125,accel,price_turn,smart,qavg_x125,0.1100076067221849,-0.19460161569172496,0.7930945091149275,False,0.9041007340235143,190410073.40235144,0.5454545454545454,0.4935064935064935,0.11686825309587702,4.56408345752608,4.0,9.0,26
rrgi_eps_op_price_turn_smart_qavg_x125,eps_op,price_turn,smart,qavg_x125,0.1100076067221849,-0.19460161569172496,0.7930945091149275,False,0.9041007340235143,190410073.40235144,0.5454545454545454,0.4935064935064935,0.11686825309587702,4.56408345752608,4.0,9.0,26
rrgi_qavg_op_lead_flow_breadth_op12_x110,qavg,op_lead,flow_breadth,op12_x110,0.10700760732650627,-0.3341602014961227,0.7919633410580323,False,0.8725665754278731,187256657.5427873,0.4935064935064935,0.36363636363636365,0.07489709678872396,5.079143389199255,4.0,11.0,22
rrgi_op12_op_lead_flow_breadth_op12_x110,op12,op_lead,flow_breadth,op12_x110,0.10700760732650627,-0.3341602014961227,0.7919633410580323,False,0.8725665754278731,187256657.5427873,0.4935064935064935,0.36363636363636365,0.07489709678872396,5.079143389199255,4.0,11.0,22
rrgi_blend_op_lead_flow_breadth_op12_x110,blend,op_lead,flow_breadth,op12_x110,0.10700760732650627,-0.3341602014961227,0.7919633410580323,False,0.8725665754278731,187256657.5427873,0.4935064935064935,0.36363636363636365,0.07489709678872396,5.079143389199255,4.0,11.0,22
rrgi_accel_op_lead_flow_breadth_op12_x110,accel,op_lead,flow_breadth,op12_x110,0.10700760732650627,-0.3341602014961227,0.7919633410580323,False,0.8725665754278731,187256657.5427873,0.4935064935064935,0.36363636363636365,0.07489709678872396,5.079143389199255,4.0,11.0,22
rrgi_eps_op_op_lead_flow_breadth_op12_x110,eps_op,op_lead,flow_breadth,op12_x110,0.10700760732650627,-0.3341602014961227,0.7919633410580323,False,0.8725665754278731,187256657.5427873,0.4935064935064935,0.36363636363636365,0.07489709678872396,5.079143389199255,4.0,11.0,22
rrgi_qavg_price_turn_inst_qavg_x120,qavg,price_turn,inst,qavg_x120,0.10386739588325189,-0.2175025789171523,0.7908208581681928,False,0.8400285408686659,184002854.0868666,0.5584415584415584,0.4935064935064935,0.10833107068444729,4.431970260223048,4.0,9.0,18
